URL SURT Directory File Repo Corpus
https://tezos.gitlab.io/whitedoc/michelson.html io,gitlab,tezos)/whitedoc/michelson.html 202001 /data/lsals/ETD-90K/2020_432380_Computer-Science.pdf etd GitLab
https://atreptow.gitlab.io/psm_passive_sonar io,gitlab,atreptow)/psm_passive_sonar 201601 /data/lsals/ETD-90K/2016_249994_Electrical-and-Computer-Engineering.pdf etd GitLab
