URL SURT Directory File Repo Corpus
https://bitbucket.org org,bitbucket)/ 201301 /data/lsals/ETD-90K/2013_434631_Electrical-&-Computer-Eng.pdf etd Bitbucket
https://tortoisehg.bitbucket.io io,bitbucket,tortoisehg)/ 201701 /data/lsals/ETD-90K/2017_250970_Electrical-and-Computer-Engineering.pdf etd Bitbucket
https://gallen.bitbucket.org/beamforming/index.html org,bitbucket,gallen)/beamforming/index.html 201601 /data/lsals/ETD-90K/2016_249994_Electrical-and-Computer-Engineering.pdf etd Bitbucket
https://bitbucket.org org,bitbucket)/ 201401 /data/lsals/ETD-90K/2014_221586_Computer-Science.pdf etd Bitbucket
