ProjectName Status Code SCM HTTPURL RepoURL
lpg active No
lpptransitlikemetric active Yes SVN https://svn.code.sf.net/p/lpptransitlikemetric/code/ svn://svn.code.sf.net/p/lpptransitlikemetric/code/
lpsolve active No
lqstfm active Yes SVN https://svn.code.sf.net/p/lqstfm/code/ svn://svn.code.sf.net/p/lqstfm/code/
lr1 active No
lse active No
lshkit active No
lsu3shell active Yes Git https://git.code.sf.net/p/lsu3shell/code git://git.code.sf.net/p/lsu3shell/code
ltfat moved No
ltilib active Yes SVN https://svn.code.sf.net/p/ltilib/code/trunk/ svn://svn.code.sf.net/p/ltilib/code/trunk/
ltl3ba active No
ltl3tools active Yes Git https://git.code.sf.net/p/ltl3tools/code git://git.code.sf.net/p/ltl3tools/code
ltp moved Yes Git https://git.code.sf.net/p/ltp/git git://git.code.sf.net/p/ltp/git
luciphor2 active No
lucy active No
luscinia active Yes Git https://git.code.sf.net/p/luscinia/code git://git.code.sf.net/p/luscinia/code
lush active Yes SVN https://svn.code.sf.net/p/lush/code/ svn://svn.code.sf.net/p/lush/code/
luxor-xul active No
lxc active No
lxr active Yes Git https://git.code.sf.net/p/lxr/git_repo git://git.code.sf.net/p/lxr/git_repo
m5sim active No
ma rotten No
macfan active No
macker active Yes SVN https://svn.code.sf.net/p/macker/code/trunk svn://svn.code.sf.net/p/macker/code/trunk
madwi rotten No
madwifi active Yes SVN https://svn.code.sf.net/p/madwifi/svn/ svn://svn.code.sf.net/p/madwifi/svn/
maffsa active Yes SVN https://svn.code.sf.net/p/maffsa/code/ svn://svn.code.sf.net/p/maffsa/code/
mageck active No
mageml2tab active Yes SVN https://svn.code.sf.net/p/mageml2tab/code/ svn://svn.code.sf.net/p/mageml2tab/code/
magnet-uri active No
magnus active Yes Git https://git.code.sf.net/p/magnus/code git://git.code.sf.net/p/magnus/code
magnus active Yes SVN https://svn.code.sf.net/p/magnus/svn/trunk svn://svn.code.sf.net/p/magnus/svn/trunk
maltcms moved Yes Git https://git.code.sf.net/p/maltcms/code git://git.code.sf.net/p/maltcms/code
mamo active Yes SVN https://svn.code.sf.net/p/mamo/code/trunk svn://svn.code.sf.net/p/mamo/code/trunk
mamo-ontology active Yes SVN https://svn.code.sf.net/p/mamo-ontology/code/trunk svn://svn.code.sf.net/p/mamo-ontology/code/trunk
manatee active Yes SVN https://svn.code.sf.net/p/manatee/code/trunk svn://svn.code.sf.net/p/manatee/code/trunk
mangoquest active No
mangrovetds active Yes SVN https://svn.code.sf.net/p/mangrovetds/code/trunk svn://svn.code.sf.net/p/mangrovetds/code/trunk
manti active No
manyears moved Yes SVN https://svn.code.sf.net/p/manyears/code/trunk svn://svn.code.sf.net/p/manyears/code/trunk
map2owl active No
mapletree active No
maq active Yes SVN https://svn.code.sf.net/p/maq/code/trunk svn://svn.code.sf.net/p/maq/code/trunk
marbar rotten No
marc moved Yes Git https://git.code.sf.net/p/marc/code git://git.code.sf.net/p/marc/code
marcion active Yes SVN https://svn.code.sf.net/p/marcion/code/ svn://svn.code.sf.net/p/marcion/code/
marf active No
marie active Yes SVN https://svn.code.sf.net/p/marie/code/ svn://svn.code.sf.net/p/marie/code/
markermapper active No
markup active No
marsbar active No
marshall active Yes SVN https://svn.code.sf.net/p/marshall/code/ svn://svn.code.sf.net/p/marshall/code/
marsyas moved Yes SVN https://svn.code.sf.net/p/marsyas/code/trunk svn://svn.code.sf.net/p/marsyas/code/trunk
masqu active No
mat-annotation active No
matcont active No
math-atlas active No
mathcast active Yes SVN https://svn.code.sf.net/p/mathcast/code/trunk svn://svn.code.sf.net/p/mathcast/code/trunk
mathesaurus active Yes SVN https://svn.code.sf.net/p/mathesaurus/code/ svn://svn.code.sf.net/p/mathesaurus/code/
mathgl active Yes SVN https://svn.code.sf.net/p/mathgl/code/ svn://svn.code.sf.net/p/mathgl/code/
matlab-fmu moved Yes Git https://git.code.sf.net/p/matlab-fmu/code git://git.code.sf.net/p/matlab-fmu/code
matlabhyperspec active Yes SVN https://svn.code.sf.net/p/matlabhyperspec/code/ svn://svn.code.sf.net/p/matlabhyperspec/code/
matplotlib active Yes SVN https://svn.code.sf.net/p/matplotlib/code/trunk svn://svn.code.sf.net/p/matplotlib/code/trunk
matslise active No
maxbin active Yes Git https://git.code.sf.net/p/maxbin/code git://git.code.sf.net/p/maxbin/code
maxbin2 active No
maxent moved No
maxima active Yes Git https://git.code.sf.net/p/maxima/site-xml git://git.code.sf.net/p/maxima/site-xml
maxima active Yes Git https://git.code.sf.net/p/maxima/code git://git.code.sf.net/p/maxima/code
maxima active Yes Git https://git.code.sf.net/p/maxima/website git://git.code.sf.net/p/maxima/website
maxinfo active No
maxparser active No
mayavi active No
maybms active Yes Git https://git.code.sf.net/p/maybms/code git://git.code.sf.net/p/maybms/code
mblogic active No
mbmsearcher active Yes Git https://git.code.sf.net/p/mbmsearcher/code git://git.code.sf.net/p/mbmsearcher/code
mbse4md active Yes SVN https://svn.code.sf.net/p/mbse4md/code/trunk svn://svn.code.sf.net/p/mbse4md/code/trunk
mc-fastflow active No
mcalc active No
mcapl active Yes SVN https://svn.code.sf.net/p/mcapl/code/ svn://svn.code.sf.net/p/mcapl/code/
mcapl active Yes Git https://git.code.sf.net/p/mcapl/mcapl_code git://git.code.sf.net/p/mcapl/mcapl_code
mcbilliards active No
mcisb active Yes SVN https://svn.code.sf.net/p/mcisb/code/ svn://svn.code.sf.net/p/mcisb/code/
mcmc-jags active Yes Mercurial None http://hg.code.sf.net/p/mcmc-jags/code-0
mcmc-jags active Yes Mercurial None http://hg.code.sf.net/p/mcmc-jags/rjags
mcmc-jags active Yes Mercurial None http://hg.code.sf.net/p/mcmc-jags/examples
mcmc-jags active Yes Mercurial None http://hg.code.sf.net/p/mcmc-jags/prototype
mcmcjags rotten No
mcmll rotten No
mcrypt active No
mcx active Yes SVN https://github.com/fangq/mcx.git https://github.com/fangq/mcx.git
mcx active Yes Git https://git.code.sf.net/p/mcx/git git://git.code.sf.net/p/mcx/git
mdacp active No
mdbtools moved No
mdcore active Yes SVN https://svn.code.sf.net/p/mdcore/code/trunk svn://svn.code.sf.net/p/mdcore/code/trunk
mdd active No
mdmix active Yes Git https://git.code.sf.net/p/mdmix/git git://git.code.sf.net/p/mdmix/git
mdp-toolkit active No
mdpnp moved No
mdr active Yes SVN https://svn.code.sf.net/p/mdr/code/trunk svn://svn.code.sf.net/p/mdr/code/trunk
mdtest moved No
mecab active Yes SVN https://svn.code.sf.net/p/mecab/code/ svn://svn.code.sf.net/p/mecab/code/
mechaglot active No
meka active Yes SVN https://svn.code.sf.net/p/meka/code/trunk svn://svn.code.sf.net/p/meka/code/trunk
melamedgamtoc active Yes Git https://git.code.sf.net/p/melamedgamtoc/code git://git.code.sf.net/p/melamedgamtoc/code
memberlist rotten No
memoranda active No
memparser active No
mendelfix active No
meraculous20 abandoned No
mercurytest active No
merd active No
meripper active Yes SVN https://svn.code.sf.net/p/meripper/code-0/trunk svn://svn.code.sf.net/p/meripper/code-0/trunk
mesa active Yes SVN https://svn.code.sf.net/p/mesa/code/trunk svn://svn.code.sf.net/p/mesa/code/trunk
mesh2hrtf moved Yes Git https://git.code.sf.net/p/mesh2hrtf/git git://git.code.sf.net/p/mesh2hrtf/git
meshfix active No
meshlab moved Yes SVN https://svn.code.sf.net/p/meshlab/code/trunk svn://svn.code.sf.net/p/meshlab/code/trunk
meshprocessing active Yes SVN https://svn.code.sf.net/p/meshprocessing/code/ svn://svn.code.sf.net/p/meshprocessing/code/
mesmer active Yes SVN https://svn.code.sf.net/p/mesmer/code/trunk svn://svn.code.sf.net/p/mesmer/code/trunk
mesord active Yes SVN https://svn.code.sf.net/p/mesord/code/trunk svn://svn.code.sf.net/p/mesord/code/trunk
meta-extractor moved Yes Git https://git.code.sf.net/p/meta-extractor/latestcode git://git.code.sf.net/p/meta-extractor/latestcode
metabolomes moved Yes SVN https://svn.code.sf.net/p/metabolomes/code/trunk svn://svn.code.sf.net/p/metabolomes/code/trunk
metacv rotten No
metafs active No
metagenetree active Yes SVN https://svn.code.sf.net/p/metagenetree/code/trunk svn://svn.code.sf.net/p/metagenetree/code/trunk
metaopen active No
metapa active Yes Git https://git.code.sf.net/p/metapa/code git://git.code.sf.net/p/metapa/code
metawatt active Yes Mercurial None http://hg.code.sf.net/p/metawatt/code
methylqa active No
metrics active No
metrics2 active Yes SVN https://svn.code.sf.net/p/metrics2/code/trunk svn://svn.code.sf.net/p/metrics2/code/trunk
mev-tm4 active Yes SVN https://svn.code.sf.net/p/mev-tm4/code/trunk svn://svn.code.sf.net/p/mev-tm4/code/trunk
mexcdf active Yes SVN https://svn.code.sf.net/p/mexcdf/svn/ svn://svn.code.sf.net/p/mexcdf/svn/
mfeeg active No
mfpaq active No
mfvf active No
mged active Yes SVN https://svn.code.sf.net/p/mged/svn/trunk svn://svn.code.sf.net/p/mged/svn/trunk
mhash active Yes Git https://git.code.sf.net/p/mhash/code git://git.code.sf.net/p/mhash/code
mia-assembler active No
miaca active No
miare rotten No
miarma active No
mibbi abandoned No
mica-aligner active No
microbiomeutil active Yes SVN https://svn.code.sf.net/p/microbiomeutil/code/ svn://svn.code.sf.net/p/microbiomeutil/code/
microview active Yes Git https://git.code.sf.net/p/microview/code git://git.code.sf.net/p/microview/code
midifile2text active No
mieconscat active Yes Git https://git.code.sf.net/p/mieconscat/code git://git.code.sf.net/p/mieconscat/code
millikeys active No
mimodd active Yes Mercurial None http://hg.code.sf.net/p/mimodd/source
minepy active No
ming active No
mingw-w64 active Yes SVN https://svn.code.sf.net/p/mingw-w64/code/trunk svn://svn.code.sf.net/p/mingw-w64/code/trunk
mingw-w64 active Yes Git https://git.code.sf.net/p/mingw-w64/mingw-w64 git://git.code.sf.net/p/mingw-w64/mingw-w64
mingw-w64 active Yes Git https://git.code.sf.net/p/mingw-w64/code-ironcrate git://git.code.sf.net/p/mingw-w64/code-ironcrate
mingw-w64 active Yes Git https://git.code.sf.net/p/mingw-w64/git-web git://git.code.sf.net/p/mingw-w64/git-web
minimpy active Yes SVN https://svn.code.sf.net/p/minimpy/code/ svn://svn.code.sf.net/p/minimpy/code/
minion active No
minorthird active Yes SVN https://svn.code.sf.net/p/minorthird/code/trunk svn://svn.code.sf.net/p/minorthird/code/trunk
minsky active No
miptoolset active No
mira-assembler active No
mirdp active No
mireap active No
mirex active Yes SVN https://svn.code.sf.net/p/mirex/code/ svn://svn.code.sf.net/p/mirex/code/
mirge3 active No
miriam rotten No
mirplant active No
mirprimer active No
mirtoolbox active No
mirutils active No
mist-deid active No
mitc-openbio active Yes SVN https://svn.code.sf.net/p/mitc-openbio/code/trunk svn://svn.code.sf.net/p/mitc-openbio/code/trunk
mito active Yes SVN https://svn.code.sf.net/p/mito/code/trunk svn://svn.code.sf.net/p/mito/code/trunk
mitomaker active No
mitsu-motif active No
mixim active Yes Git https://git.code.sf.net/p/mixim/code git://git.code.sf.net/p/mixim/code
mixmaster active No
mjoelnir active Yes SVN https://svn.code.sf.net/p/mjoelnir/svn/ svn://svn.code.sf.net/p/mjoelnir/svn/
mjpeg active Yes SVN https://svn.code.sf.net/p/mjpeg/Code/ svn://svn.code.sf.net/p/mjpeg/Code/
mjpg-streamer moved Yes SVN https://svn.code.sf.net/p/mjpg-streamer/code/ svn://svn.code.sf.net/p/mjpg-streamer/code/
mlabwrap active No
mlalgorithms active Yes SVN https://svn.code.sf.net/p/mlalgorithms/code/ svn://svn.code.sf.net/p/mlalgorithms/code/
mlapack rotten No
mldonkey moved No
mln active Yes SVN https://svn.code.sf.net/p/mln/code/ svn://svn.code.sf.net/p/mln/code/
mlp-xml rotten No
mlpy active Yes Mercurial None http://hg.code.sf.net/p/mlpy/code
mmax2 active Yes SVN https://svn.code.sf.net/p/mmax2/code/ svn://svn.code.sf.net/p/mmax2/code/
mmdasp active Yes SVN https://svn.code.sf.net/p/mmdasp/code/ svn://svn.code.sf.net/p/mmdasp/code/
mmlf active No
mmmysql active No
mobility-fw active No
mobst rotten No
mocalc2012 active Yes Git https://git.code.sf.net/p/mocalc2012/code git://git.code.sf.net/p/mocalc2012/code
mocobench active Yes SVN https://svn.code.sf.net/p/mocobench/code/trunk svn://svn.code.sf.net/p/mocobench/code/trunk
modauthkerb active No
modbuilder active No
modeljunit active Yes SVN https://svn.code.sf.net/p/modeljunit/code/trunk svn://svn.code.sf.net/p/modeljunit/code/trunk
modelrepository active Yes SVN https://svn.code.sf.net/p/modelrepository/code/trunk svn://svn.code.sf.net/p/modelrepository/code/trunk
modernjass active No
modules active Yes Git https://git.code.sf.net/p/modules/modules git://git.code.sf.net/p/modules/modules
moebinv active Yes Git https://git.code.sf.net/p/moebinv/code git://git.code.sf.net/p/moebinv/code
moin active No
moise active Yes SVN https://svn.code.sf.net/p/moise/code/trunk svn://svn.code.sf.net/p/moise/code/trunk
moka-modeller rotten No
molmol active Yes Git https://git.code.sf.net/p/molmol/code git://git.code.sf.net/p/molmol/code
mols2-0 active No
monami active No
mondrian active No
monergy active No
monkeyspider active Yes SVN https://svn.code.sf.net/p/monkeyspider/code/trunk svn://svn.code.sf.net/p/monkeyspider/code/trunk
monocle-bio active Yes Git https://git.code.sf.net/p/monocle-bio/code git://git.code.sf.net/p/monocle-bio/code
montecarlo active No
moodle active No
mool-plt-redex active Yes Git https://git.code.sf.net/p/mool-plt-redex/code git://git.code.sf.net/p/mool-plt-redex/code
mopac active No
mosgwa active Yes Git https://git.code.sf.net/p/mosgwa/code git://git.code.sf.net/p/mosgwa/code
motifcounter active Yes SVN https://svn.code.sf.net/p/motifcounter/code/trunk svn://svn.code.sf.net/p/motifcounter/code/trunk
motools active Yes SVN https://svn.code.sf.net/p/motools/code/ svn://svn.code.sf.net/p/motools/code/
mousepeg active No
movegraph active No
mp3stegz active No
mp4video1click active Yes Git https://git.code.sf.net/p/mp4video1click/code git://git.code.sf.net/p/mp4video1click/code
mpac active No
mpacman active No
mpg321 active Yes Git https://git.code.sf.net/p/mpg321/code git://git.code.sf.net/p/mpg321/code
mpip moved Yes SVN https://svn.code.sf.net/p/mpip/code/trunk svn://svn.code.sf.net/p/mpip/code/trunk
mpjexpress active No
mplapack active Yes SVN https://svn.code.sf.net/p/mplapack/code/trunk svn://svn.code.sf.net/p/mplapack/code/trunk
mpprimer active No
mpsequencing active No
mptstore active Yes SVN https://svn.code.sf.net/p/mptstore/code/ svn://svn.code.sf.net/p/mptstore/code/
mrbayes active No
mrbayes-gpu active No
mrcanavar active No
mrcwa active No
mrfsm active No
mrilab active No
mrmap active No
mrr active No
mrsfast active No
msaprobs active No
msc-generator moved Yes SVN https://svn.code.sf.net/p/msc-generator/code/trunk svn://svn.code.sf.net/p/msc-generator/code/trunk
msc-generator moved Yes Mercurial None http://hg.code.sf.net/p/msc-generator/hgcode
msc-generator moved Yes Mercurial None http://hg.code.sf.net/p/msc-generator/wincode
msc-generator moved Yes Git https://git.code.sf.net/p/msc-generator/gcode git://git.code.sf.net/p/msc-generator/gcode
msi-workgroups active Yes SVN https://svn.code.sf.net/p/msi-workgroups/code/ svn://svn.code.sf.net/p/msi-workgroups/code/
msieve active Yes SVN https://svn.code.sf.net/p/msieve/code/trunk svn://svn.code.sf.net/p/msieve/code/trunk
msp3dfbsimulator active No
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/gcc git://git.code.sf.net/p/mspgcc/gcc
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/binutils git://git.code.sf.net/p/mspgcc/binutils
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/gdb git://git.code.sf.net/p/mspgcc/gdb
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/historical git://git.code.sf.net/p/mspgcc/historical
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/msp430-libc git://git.code.sf.net/p/mspgcc/msp430-libc
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/msp430mcu git://git.code.sf.net/p/mspgcc/msp430mcu
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/test430 git://git.code.sf.net/p/mspgcc/test430
mspgcc active Yes Git https://git.code.sf.net/p/mspgcc/mspgcc git://git.code.sf.net/p/mspgcc/mspgcc
msprogene active Yes Git https://git.code.sf.net/p/msprogene/code git://git.code.sf.net/p/msprogene/code
msquant active No
mstone active Yes SVN https://svn.code.sf.net/p/mstone/code/trunk svn://svn.code.sf.net/p/mstone/code/trunk
mstparser active Yes SVN https://svn.code.sf.net/p/mstparser/code/trunk svn://svn.code.sf.net/p/mstparser/code/trunk
mt10k active No
mtoolbox moved No
muclipse active Yes SVN https://svn.code.sf.net/p/muclipse/code/ svn://svn.code.sf.net/p/muclipse/code/
mugsy active Yes SVN https://svn.code.sf.net/p/mugsy/code/trunk svn://svn.code.sf.net/p/mugsy/code/trunk
mul active Yes Git https://git.code.sf.net/p/mul/code git://git.code.sf.net/p/mul/code
mulan active Yes SVN https://svn.code.sf.net/p/mulan/code/trunk svn://svn.code.sf.net/p/mulan/code/trunk
mulan active Yes Git https://git.code.sf.net/p/mulan/gitcode git://git.code.sf.net/p/mulan/gitcode
multifast active Yes SVN https://svn.code.sf.net/p/multifast/code/trunk svn://svn.code.sf.net/p/multifast/code/trunk
multigeneblast active Yes Git https://git.code.sf.net/p/multigeneblast/code git://git.code.sf.net/p/multigeneblast/code
multitierinstitutionlearning active No
multiword active Yes SVN https://svn.code.sf.net/p/multiword/code/ svn://svn.code.sf.net/p/multiword/code/
mumble moved No
mummer active No
mupad-combinat active Yes SVN https://svn.code.sf.net/p/mupad-combinat/code/trunk svn://svn.code.sf.net/p/mupad-combinat/code/trunk
muscle-fat-area-measurement active No
music-hydro active Yes Git https://git.code.sf.net/p/music-hydro/code git://git.code.sf.net/p/music-hydro/code
mute-net active No
mutella active No
mutual active Yes SVN https://svn.code.sf.net/p/mutual/code/ svn://svn.code.sf.net/p/mutual/code/
mybeasties active No
mychem active Yes SVN https://svn.code.sf.net/p/mychem/code/ svn://svn.code.sf.net/p/mychem/code/
myexperience active Yes SVN https://svn.code.sf.net/p/myexperience/code/ svn://svn.code.sf.net/p/myexperience/code/
myousefnezhad active No
mysql-cocoa active No
mysql-python active Yes Mercurial None http://hg.code.sf.net/p/mysql-python/mysqldb-2
mysql-python active Yes Git https://git.code.sf.net/p/mysql-python/code git://git.code.sf.net/p/mysql-python/code
mysql-python active Yes SVN https://svn.code.sf.net/p/mysql-python/svn/trunk svn://svn.code.sf.net/p/mysql-python/svn/trunk
mzmatch active Yes SVN https://svn.code.sf.net/p/mzmatch/code/ svn://svn.code.sf.net/p/mzmatch/code/
mzmine moved No
n- rotten No
nagios active Yes SVN https://svn.code.sf.net/p/nagios/svn/ svn://svn.code.sf.net/p/nagios/svn/
nagios active Yes Git https://git.code.sf.net/p/nagios/nagiosvshell git://git.code.sf.net/p/nagios/nagiosvshell
nagios active Yes Git https://git.code.sf.net/p/nagios/nagioscore git://git.code.sf.net/p/nagios/nagioscore
nagios active Yes Git https://git.code.sf.net/p/nagios/nsca git://git.code.sf.net/p/nagios/nsca
nagios active Yes Git https://git.code.sf.net/p/nagios/nrpe git://git.code.sf.net/p/nagios/nrpe
nagios active Yes Git https://git.code.sf.net/p/nagios/nrdp git://git.code.sf.net/p/nagios/nrdp
nagios active Yes Git https://git.code.sf.net/p/nagios/ndoutils git://git.code.sf.net/p/nagios/ndoutils
nagios active Yes Git https://git.code.sf.net/p/nagios/nagiosbpi git://git.code.sf.net/p/nagios/nagiosbpi
nagios active Yes Git https://git.code.sf.net/p/nagios/nsti git://git.code.sf.net/p/nagios/nsti
nagios active Yes Git https://git.code.sf.net/p/nagios/coredocs git://git.code.sf.net/p/nagios/coredocs
nailsystemsbiology active Yes Git https://git.code.sf.net/p/nailsystemsbiology/code git://git.code.sf.net/p/nailsystemsbiology/code
nancyex active No
nanosoft rotten No
nanoxml moved No
napkinlaf active Yes SVN https://svn.code.sf.net/p/napkinlaf/code/trunk svn://svn.code.sf.net/p/napkinlaf/code/trunk
narrativejs active No
nbd active Yes Git https://git.code.sf.net/p/nbd/code git://git.code.sf.net/p/nbd/code
nc110 active Yes SVN https://svn.code.sf.net/p/nc110/code/ svn://svn.code.sf.net/p/nc110/code/
nc110 active Yes Git https://git.code.sf.net/p/nc110/git git://git.code.sf.net/p/nc110/git
nco active No
ncproseq active No
ndoc active No
neat4j active Yes SVN https://svn.code.sf.net/p/neat4j/code/ svn://svn.code.sf.net/p/neat4j/code/
nekohtml active Yes SVN https://svn.code.sf.net/p/nekohtml/code/trunk svn://svn.code.sf.net/p/nekohtml/code/trunk
nemosim active Yes Git https://git.code.sf.net/p/nemosim/code git://git.code.sf.net/p/nemosim/code
neobio active No
neodatis-odb active Yes SVN https://svn.code.sf.net/p/neodatis-odb/svn/ svn://svn.code.sf.net/p/neodatis-odb/svn/
neper rotten No
nescc active No
nesct active No
nestopatch active Yes SVN https://svn.code.sf.net/p/nestopatch/code-0/ svn://svn.code.sf.net/p/nestopatch/code-0/
nestopatch active Yes SVN https://svn.code.sf.net/p/nestopatch/docs/ svn://svn.code.sf.net/p/nestopatch/docs/
net-snmp active Yes Git https://git.code.sf.net/p/net-snmp/htdocs git://git.code.sf.net/p/net-snmp/htdocs
net-snmp active Yes Git https://git.code.sf.net/p/net-snmp/code git://git.code.sf.net/p/net-snmp/code
net-tools active Yes Git https://git.code.sf.net/p/net-tools/code git://git.code.sf.net/p/net-tools/code
netcat active Yes SVN https://svn.code.sf.net/p/netcat/code/trunk svn://svn.code.sf.net/p/netcat/code/trunk
netgen-mesher active Yes SVN https://svn.code.sf.net/p/netgen-mesher/code/ svn://svn.code.sf.net/p/netgen-mesher/code/
netgen-mesher active Yes Git https://git.code.sf.net/p/netgen-mesher/git git://git.code.sf.net/p/netgen-mesher/git
neti active No
netkit-srl active Yes SVN https://svn.code.sf.net/p/netkit-srl/code/trunk svn://svn.code.sf.net/p/netkit-srl/code/trunk
netmate-meter active No
netmode active Yes SVN https://svn.code.sf.net/p/netmode/code/ svn://svn.code.sf.net/p/netmode/code/
netoaihvster active No
netpbm active Yes SVN https://svn.code.sf.net/p/netpbm/code/trunk svn://svn.code.sf.net/p/netpbm/code/trunk
nettoplcsim active Yes SVN https://svn.code.sf.net/p/nettoplcsim/code/trunk svn://svn.code.sf.net/p/nettoplcsim/code/trunk
networksym active Yes Git https://git.code.sf.net/p/networksym/code git://git.code.sf.net/p/networksym/code
neuronetexp active Yes SVN https://svn.code.sf.net/p/neuronetexp/code/trunk svn://svn.code.sf.net/p/neuronetexp/code/trunk
neuroph active Yes SVN https://svn.code.sf.net/p/neuroph/code/trunk svn://svn.code.sf.net/p/neuroph/code/trunk
neuroscope active Yes Git https://git.code.sf.net/p/neuroscope/code git://git.code.sf.net/p/neuroscope/code
neurosuite active No
newarabiccorpus active No
nfdump active No
nfs active No
nfsen active Yes SVN https://svn.code.sf.net/p/nfsen/code/trunk svn://svn.code.sf.net/p/nfsen/code/trunk
ngopt active Yes SVN https://svn.code.sf.net/p/ngopt/code/trunk svn://svn.code.sf.net/p/ngopt/code/trunk
ngrep active Yes Git https://git.code.sf.net/p/ngrep/code git://git.code.sf.net/p/ngrep/code
ngs-waves active Yes SVN https://svn.code.sf.net/p/ngs-waves/code/ svn://svn.code.sf.net/p/ngs-waves/code/
ngsamas active No
ngsflow active Yes Git https://git.code.sf.net/p/ngsflow/code git://git.code.sf.net/p/ngsflow/code
ngsflow active Yes SVN https://svn.code.sf.net/p/ngsflow/svn/ svn://svn.code.sf.net/p/ngsflow/svn/
ngsolve active Yes SVN https://svn.code.sf.net/p/ngsolve/code/ svn://svn.code.sf.net/p/ngsolve/code/
ngsolve active Yes Git https://git.code.sf.net/p/ngsolve/ml-ngs git://git.code.sf.net/p/ngsolve/ml-ngs
ngsolve active Yes Git https://git.code.sf.net/p/ngsolve/git git://git.code.sf.net/p/ngsolve/git
ngspice active Yes Git https://git.code.sf.net/p/ngspice/ngspice git://git.code.sf.net/p/ngspice/ngspice
ngspice active Yes Git https://git.code.sf.net/p/ngspice/ngspice-manuals git://git.code.sf.net/p/ngspice/ngspice-manuals
ngspice active Yes Git https://git.code.sf.net/p/ngspice/ngspice-web git://git.code.sf.net/p/ngspice/ngspice-web
ngsview active Yes SVN https://svn.code.sf.net/p/ngsview/code/ svn://svn.code.sf.net/p/ngsview/code/
nice active No
niceproject active Yes SVN https://svn.code.sf.net/p/niceproject/code/trunk svn://svn.code.sf.net/p/niceproject/code/trunk
nichea active Yes SVN https://svn.code.sf.net/p/nichea/svn/trunk svn://svn.code.sf.net/p/nichea/svn/trunk
niftilib active No
niftyreg active Yes Git https://git.code.sf.net/p/niftyreg/git git://git.code.sf.net/p/niftyreg/git
nipy active Yes SVN https://svn.code.sf.net/p/nipy/code/ svn://svn.code.sf.net/p/nipy/code/
nitric active No
njam active No
nlkain active Yes SVN https://svn.code.sf.net/p/nlkain/code/trunk svn://svn.code.sf.net/p/nlkain/code/trunk
nltk moved Yes SVN https://svn.code.sf.net/p/nltk/svn/trunk svn://svn.code.sf.net/p/nltk/svn/trunk
nmon active No
nmstl active No
noise-free-cnv moved Yes Git https://git.code.sf.net/p/noise-free-cnv/code git://git.code.sf.net/p/noise-free-cnv/code
noisemaker active No
nomadic active No
nongaussian active No
nose-project active No
notepad-plus active No
nova active Yes Git https://git.code.sf.net/p/nova/code git://git.code.sf.net/p/nova/code
noxim moved No
np rotten No
npps active No
npptor active Yes SVN https://svn.code.sf.net/p/npptor/code/ svn://svn.code.sf.net/p/npptor/code/
nrl active Yes Git https://git.code.sf.net/p/nrl/code git://git.code.sf.net/p/nrl/code
nsb-entropy active No
nsdl-core active No
nsg active Yes Git https://git.code.sf.net/p/nsg/code git://git.code.sf.net/p/nsg/code
nsis active Yes SVN https://svn.code.sf.net/p/nsis/code/ svn://svn.code.sf.net/p/nsis/code/
nsnam active No
nspike active No
ntccmc active No
ntccrt active No
ntu-sp-exp active No
ntx active Yes Git https://git.code.sf.net/p/ntx/code git://git.code.sf.net/p/ntx/code
nucleitracker4d active Yes SVN https://svn.code.sf.net/p/nucleitracker4d/code/ svn://svn.code.sf.net/p/nucleitracker4d/code/
nucnet-tools active Yes SVN https://svn.code.sf.net/p/nucnet-tools/code/trunk svn://svn.code.sf.net/p/nucnet-tools/code/trunk
numipad active No
numpy active No
nup rotten No
nuroa active No
nusmvwithcepre active No
nusoap active No
nusolve active No
nuweb active Yes SVN https://svn.code.sf.net/p/nuweb/code-svn/ svn://svn.code.sf.net/p/nuweb/code-svn/
nuweb active Yes Git https://git.code.sf.net/p/nuweb/code git://git.code.sf.net/p/nuweb/code
nwfetlab active No
nzmath active Yes Mercurial None http://hg.code.sf.net/p/nzmath/code
o2scl active No
oaentry-ontology active No
obi active Yes SVN https://svn.code.sf.net/p/obi/code/trunk svn://svn.code.sf.net/p/obi/code/trunk
oblige active Yes Git https://git.code.sf.net/p/oblige/code2 git://git.code.sf.net/p/oblige/code2
obo active Yes SVN https://svn.code.sf.net/p/obo/svn/ svn://svn.code.sf.net/p/obo/svn/
observatory active No
obsoletearabic active No
ocaml-glpk active Yes SVN https://svn.code.sf.net/p/ocaml-glpk/code/trunk svn://svn.code.sf.net/p/ocaml-glpk/code/trunk
occultercut active No
oceans active No
octave active Yes SVN https://svn.code.sf.net/p/octave/code/trunk/octave-forge/ svn://svn.code.sf.net/p/octave/code/trunk/octave-forge/
octave active Yes Mercurial None http://hg.code.sf.net/p/octave/control
octave active Yes Mercurial None http://hg.code.sf.net/p/octave/signal
octave active Yes Mercurial None http://hg.code.sf.net/p/octave/geometry
octave active Yes Mercurial None http://hg.code.sf.net/p/octave/zenity
octave active Yes Mercurial None http://hg.code.sf.net/p/octave/actuarial
