Directory,URICount,Category,TotalURIs
1997-09,0,GitHub,25
1997-09,0,GitLab,25
1997-09,0,Bitbucket,25
2014-06,5547,Total,5547
2014-06,983,OADS,5547
2014-06,4548,NonOADS,5547
2014-06,10,SourceForge,5547
2014-06,5,GitHub,5547
2014-06,0,GitLab,5547
2014-06,1,Bitbucket,5547
2007-02,48,Total,48
2007-02,24,OADS,48
2007-02,24,NonOADS,48
2007-02,0,SourceForge,48
2007-02,0,GitHub,48
2007-02,0,GitLab,48
2007-02,0,Bitbucket,48
2013-04,3845,Total,3845
2013-04,916,OADS,3845
2013-04,2912,NonOADS,3845
2013-04,8,SourceForge,3845
2013-04,8,GitHub,3845
2013-04,0,GitLab,3845
2013-04,1,Bitbucket,3845
2009-03,881,Total,881
2009-03,178,OADS,881
2009-03,702,NonOADS,881
2009-03,1,SourceForge,881
2009-03,0,GitHub,881
2009-03,0,GitLab,881
2009-03,0,Bitbucket,881
2016-11,9342,Total,9342
2016-11,1450,OADS,9342
2016-11,7858,NonOADS,9342
2016-11,15,SourceForge,9342
2016-11,19,GitHub,9342
2016-11,0,GitLab,9342
2016-11,0,Bitbucket,9342
1999-08,38,Total,38
1999-08,3,OADS,38
1999-08,35,NonOADS,38
1999-08,0,SourceForge,38
1999-08,0,GitHub,38
1999-08,0,GitLab,38
1999-08,0,Bitbucket,38
2008-11,654,Total,654
2008-11,149,OADS,654
2008-11,503,NonOADS,654
2008-11,2,SourceForge,654
2008-11,0,GitHub,654
2008-11,0,GitLab,654
2008-11,0,Bitbucket,654
2017-03,9498,Total,9498
2017-03,1400,OADS,9498
2017-03,8056,NonOADS,9498
2017-03,8,SourceForge,9498
2017-03,33,GitHub,9498
2017-03,0,GitLab,9498
2017-03,1,Bitbucket,9498
2001-12,77,Total,77
2001-12,6,OADS,77
2001-12,71,NonOADS,77
2001-12,0,SourceForge,77
2001-12,0,GitHub,77
2001-12,0,GitLab,77
2001-12,0,Bitbucket,77
2004-07,75,Total,75
2004-07,10,OADS,75
2004-07,65,NonOADS,75
2004-07,0,SourceForge,75
2004-07,0,GitHub,75
2004-07,0,GitLab,75
2004-07,0,Bitbucket,75
2001-04,92,Total,92
2001-04,9,OADS,92
2001-04,83,NonOADS,92
2001-04,0,SourceForge,92
2001-04,0,GitHub,92
2001-04,0,GitLab,92
2001-04,0,Bitbucket,92
2008-07,1061,Total,1061
2008-07,335,OADS,1061
2008-07,715,NonOADS,1061
2008-07,11,SourceForge,1061
2008-07,0,GitHub,1061
2008-07,0,GitLab,1061
2008-07,0,Bitbucket,1061
2004-11,61,Total,61
2004-11,10,OADS,61
2004-11,51,NonOADS,61
2004-11,0,SourceForge,61
2004-11,0,GitHub,61
2004-11,0,GitLab,61
2004-11,0,Bitbucket,61
2013-12,4911,Total,4911
2013-12,858,OADS,4911
2013-12,4039,NonOADS,4911
2013-12,9,SourceForge,4911
2013-12,3,GitHub,4911
2013-12,0,GitLab,4911
2013-12,2,Bitbucket,4911
2005-03,39,Total,39
2005-03,13,OADS,39
2005-03,26,NonOADS,39
2005-03,0,SourceForge,39
2005-03,0,GitHub,39
2005-03,0,GitLab,39
2005-03,0,Bitbucket,39
2016-07,7974,Total,7974
2016-07,1400,OADS,7974
2016-07,6525,NonOADS,7974
2016-07,15,SourceForge,7974
2016-07,32,GitHub,7974
2016-07,0,GitLab,7974
2016-07,2,Bitbucket,7974
2011-09,2383,Total,2383
2011-09,488,OADS,2383
2011-09,1887,NonOADS,2383
2011-09,7,SourceForge,2383
2011-09,0,GitHub,2383
2011-09,0,GitLab,2383
2011-09,1,Bitbucket,2383
2003-09,57,Total,57
2003-09,6,OADS,57
2003-09,51,NonOADS,57
2003-09,0,SourceForge,57
2003-09,0,GitHub,57
2003-09,0,GitLab,57
2003-09,0,Bitbucket,57
1997-05,3,Total,3
1997-05,2,OADS,3
1997-05,1,NonOADS,3
1997-05,0,SourceForge,3
1997-05,0,GitHub,3
1997-05,0,GitLab,3
1997-05,0,Bitbucket,3
1999-04,42,Total,42
1999-04,4,OADS,42
1999-04,38,NonOADS,42
1999-04,0,SourceForge,42
1999-04,0,GitHub,42
1999-04,0,GitLab,42
1999-04,0,Bitbucket,42
2013-08,3616,Total,3616
2013-08,693,OADS,3616
2013-08,2908,NonOADS,3616
2013-08,14,SourceForge,3616
2013-08,1,GitHub,3616
2013-08,0,GitLab,3616
2013-08,0,Bitbucket,3616
2001-08,100,Total,100
2001-08,19,OADS,100
2001-08,81,NonOADS,100
2001-08,0,SourceForge,100
2001-08,0,GitHub,100
2001-08,0,GitLab,100
2001-08,0,Bitbucket,100
1999-12,46,Total,46
1999-12,1,OADS,46
1999-12,45,NonOADS,46
1999-12,0,SourceForge,46
1999-12,0,GitHub,46
1999-12,0,GitLab,46
1999-12,0,Bitbucket,46
2001-09,67,Total,67
2001-09,5,OADS,67
2001-09,62,NonOADS,67
2001-09,0,SourceForge,67
2001-09,0,GitHub,67
2001-09,0,GitLab,67
2001-09,0,Bitbucket,67
1998-01,31,Total,31
1998-01,1,OADS,31
1998-01,30,NonOADS,31
1998-01,0,SourceForge,31
1998-01,0,GitHub,31
1998-01,0,GitLab,31
1998-01,0,Bitbucket,31
2013-09,4469,Total,4469
2013-09,898,OADS,4469
2013-09,3564,NonOADS,4469
2013-09,6,SourceForge,4469
2013-09,1,GitHub,4469
2013-09,0,GitLab,4469
2013-09,0,Bitbucket,4469
1999-05,68,Total,68
1999-05,7,OADS,68
1999-05,61,NonOADS,68
1999-05,0,SourceForge,68
1999-05,0,GitHub,68
1999-05,0,GitLab,68
1999-05,0,Bitbucket,68
1997-04,1,Total,1
1997-04,0,OADS,1
1997-04,1,NonOADS,1
1997-04,0,SourceForge,1
1997-04,0,GitHub,1
1997-04,0,GitLab,1
1997-04,0,Bitbucket,1
2003-08,70,Total,70
2003-08,17,OADS,70
2003-08,53,NonOADS,70
2003-08,0,SourceForge,70
2003-08,0,GitHub,70
2003-08,0,GitLab,70
2003-08,0,Bitbucket,70
1997-12,41,Total,41
1997-12,3,OADS,41
1997-12,38,NonOADS,41
1997-12,0,SourceForge,41
1997-12,0,GitHub,41
1997-12,0,GitLab,41
1997-12,0,Bitbucket,41
2011-08,2048,Total,2048
2011-08,432,OADS,2048
2011-08,1604,NonOADS,2048
2011-08,11,SourceForge,2048
2011-08,1,GitHub,2048
2011-08,0,GitLab,2048
2011-08,0,Bitbucket,2048
2005-02,38,Total,38
2005-02,12,OADS,38
2005-02,26,NonOADS,38
2005-02,0,SourceForge,38
2005-02,0,GitHub,38
2005-02,0,GitLab,38
2005-02,0,Bitbucket,38
2016-06,8838,Total,8838
2016-06,1433,OADS,8838
2016-06,7346,NonOADS,8838
2016-06,13,SourceForge,8838
2016-06,43,GitHub,8838
2016-06,0,GitLab,8838
2016-06,3,Bitbucket,8838
2001-05,141,Total,141
2001-05,14,OADS,141
2001-05,127,NonOADS,141
2001-05,0,SourceForge,141
2001-05,0,GitHub,141
2001-05,0,GitLab,141
2001-05,0,Bitbucket,141
2008-06,469,Total,469
2008-06,144,OADS,469
2008-06,322,NonOADS,469
2008-06,3,SourceForge,469
2008-06,0,GitHub,469
2008-06,0,GitLab,469
2008-06,0,Bitbucket,469
2012-01,4382,Total,4382
2012-01,1324,OADS,4382
2012-01,3032,NonOADS,4382
2012-01,22,SourceForge,4382
2012-01,3,GitHub,4382
2012-01,0,GitLab,4382
2012-01,1,Bitbucket,4382
2004-10,61,Total,61
2004-10,9,OADS,61
2004-10,52,NonOADS,61
2004-10,0,SourceForge,61
2004-10,0,GitHub,61
2004-10,0,GitLab,61
2004-10,0,Bitbucket,61
2008-10,695,Total,695
2008-10,171,OADS,695
2008-10,523,NonOADS,695
2008-10,1,SourceForge,695
2008-10,0,GitHub,695
2008-10,0,GitLab,695
2008-10,0,Bitbucket,695
2017-02,9033,Total,9033
2017-02,1341,OADS,9033
2017-02,7658,NonOADS,9033
2017-02,7,SourceForge,9033
2017-02,26,GitHub,9033
2017-02,0,GitLab,9033
2017-02,1,Bitbucket,9033
2004-06,69,Total,69
2004-06,11,OADS,69
2004-06,58,NonOADS,69
2004-06,0,SourceForge,69
2004-06,0,GitHub,69
2004-06,0,GitLab,69
2004-06,0,Bitbucket,69
1999-09,41,Total,41
1999-09,2,OADS,41
1999-09,39,NonOADS,41
1999-09,0,SourceForge,41
1999-09,0,GitHub,41
1999-09,0,GitLab,41
1999-09,0,Bitbucket,41
2013-05,3650,Total,3650
2013-05,798,OADS,3650
2013-05,2845,NonOADS,3650
2013-05,6,SourceForge,3650
2013-05,1,GitHub,3650
2013-05,0,GitLab,3650
2013-05,0,Bitbucket,3650
2009-02,579,Total,579
2009-02,114,OADS,579
2009-02,463,NonOADS,579
2009-02,2,SourceForge,579
2009-02,0,GitHub,579
2009-02,0,GitLab,579
2009-02,0,Bitbucket,579
2016-10,9261,Total,9261
2016-10,1417,OADS,9261
2016-10,7813,NonOADS,9261
2016-10,13,SourceForge,9261
2016-10,17,GitHub,9261
2016-10,0,GitLab,9261
2016-10,1,Bitbucket,9261
2000-01,59,Total,59
2000-01,4,OADS,59
2000-01,55,NonOADS,59
2000-01,0,SourceForge,59
2000-01,0,GitHub,59
2000-01,0,GitLab,59
2000-01,0,Bitbucket,59
2014-07,5612,Total,5612
2014-07,971,OADS,5612
2014-07,4625,NonOADS,5612
2014-07,6,SourceForge,5612
2014-07,9,GitHub,5612
2014-07,0,GitLab,5612
2014-07,1,Bitbucket,5612
2011-12,2542,Total,2542
2011-12,547,OADS,2542
2011-12,1987,NonOADS,2542
2011-12,8,SourceForge,2542
2011-12,0,GitHub,2542
2011-12,0,GitLab,2542
2011-12,0,Bitbucket,2542
2007-03,30,Total,30
2007-03,3,OADS,30
2007-03,27,NonOADS,30
2007-03,0,SourceForge,30
2007-03,0,GitHub,30
2007-03,0,GitLab,30
2007-03,0,Bitbucket,30
1997-08,64,Total,64
1997-08,3,OADS,64
1997-08,61,NonOADS,64
1997-08,0,SourceForge,64
1997-08,0,GitHub,64
1997-08,0,GitLab,64
1997-08,0,Bitbucket,64
2006-11,24,Total,24
2006-11,7,OADS,24
2006-11,17,NonOADS,24
2006-11,0,SourceForge,24
2006-11,0,GitHub,24
2006-11,0,GitLab,24
2006-11,0,Bitbucket,24
2003-04,37,Total,37
2003-04,5,OADS,37
2003-04,32,NonOADS,37
2003-04,0,SourceForge,37
2003-04,0,GitHub,37
2003-04,0,GitLab,37
2003-04,0,Bitbucket,37
2006-07,43,Total,43
2006-07,3,OADS,43
2006-07,40,NonOADS,43
2006-07,0,SourceForge,43
2006-07,0,GitHub,43
2006-07,0,GitLab,43
2006-07,0,Bitbucket,43
2015-03,6813,Total,6813
2015-03,1072,OADS,6813
2015-03,5718,NonOADS,6813
2015-03,13,SourceForge,6813
2015-03,9,GitHub,6813
2015-03,0,GitLab,6813
2015-03,1,Bitbucket,6813
2003-12,63,Total,63
2003-12,6,OADS,63
2003-12,57,NonOADS,63
2003-12,0,SourceForge,63
2003-12,0,GitHub,63
2003-12,0,GitLab,63
2003-12,0,Bitbucket,63
2014-11,3305,Total,3305
2014-11,633,OADS,3305
2014-11,2649,NonOADS,3305
2014-11,16,SourceForge,3305
2014-11,6,GitHub,3305
2014-11,0,GitLab,3305
2014-11,1,Bitbucket,3305
2011-04,1916,Total,1916
2011-04,379,OADS,1916
2011-04,1532,NonOADS,1916
2011-04,5,SourceForge,1916
2011-04,0,GitHub,1916
2011-04,0,GitLab,1916
2011-04,0,Bitbucket,1916
2015-08,6134,Total,6134
2015-08,878,OADS,6134
2015-08,5245,NonOADS,6134
2015-08,6,SourceForge,6134
2015-08,5,GitHub,6134
2015-08,0,GitLab,6134
2015-08,0,Bitbucket,6134
2007-08,34,Total,34
2007-08,7,OADS,34
2007-08,27,NonOADS,34
2007-08,0,SourceForge,34
2007-08,0,GitHub,34
2007-08,0,GitLab,34
2007-08,0,Bitbucket,34
1999-02,65,Total,65
1999-02,15,OADS,65
1999-02,50,NonOADS,65
1999-02,0,SourceForge,65
1999-02,0,GitHub,65
1999-02,0,GitLab,65
1999-02,0,Bitbucket,65
2009-09,935,Total,935
2009-09,198,OADS,935
2009-09,728,NonOADS,935
2009-09,9,SourceForge,935
2009-09,0,GitHub,935
2009-09,0,GitLab,935
2009-09,0,Bitbucket,935
1998-10,50,Total,50
1998-10,5,OADS,50
1998-10,45,NonOADS,50
1998-10,0,SourceForge,50
1998-10,0,GitHub,50
1998-10,0,GitLab,50
1998-10,0,Bitbucket,50
2017-09,72,Total,72
2017-09,15,OADS,72
2017-09,57,NonOADS,72
2017-09,0,SourceForge,72
2017-09,0,GitHub,72
2017-09,0,GitLab,72
2017-09,0,Bitbucket,72
1998-06,48,Total,48
1998-06,2,OADS,48
1998-06,46,NonOADS,48
1998-06,0,SourceForge,48
1998-06,0,GitHub,48
1998-06,0,GitLab,48
1998-06,0,Bitbucket,48
2005-09,65,Total,65
2005-09,19,OADS,65
2005-09,46,NonOADS,65
2005-09,0,SourceForge,65
2005-09,0,GitHub,65
2005-09,0,GitLab,65
2005-09,0,Bitbucket,65
2002-07,42,Total,42
2002-07,3,OADS,42
2002-07,39,NonOADS,42
2002-07,0,SourceForge,42
2002-07,0,GitHub,42
2002-07,0,GitLab,42
2002-07,0,Bitbucket,42
2011-03,2111,Total,2111
2011-03,422,OADS,2111
2011-03,1684,NonOADS,2111
2011-03,5,SourceForge,2111
2011-03,0,GitHub,2111
2011-03,0,GitLab,2111
2011-03,0,Bitbucket,2111
2007-12,256,Total,256
2007-12,64,OADS,256
2007-12,191,NonOADS,256
2007-12,1,SourceForge,256
2007-12,0,GitHub,256
2007-12,0,GitLab,256
2007-12,0,Bitbucket,256
2010-11,889,Total,889
2010-11,216,OADS,889
2010-11,670,NonOADS,889
2010-11,3,SourceForge,889
2010-11,0,GitHub,889
2010-11,0,GitLab,889
2010-11,0,Bitbucket,889
2015-04,7163,Total,7163
2015-04,1106,OADS,7163
2015-04,6024,NonOADS,7163
2015-04,15,SourceForge,7163
2015-04,14,GitHub,7163
2015-04,0,GitLab,7163
2015-04,4,Bitbucket,7163
2019-04,2,Total,2
2019-04,1,OADS,2
2019-04,1,NonOADS,2
2019-04,0,SourceForge,2
2019-04,0,GitHub,2
2019-04,0,GitLab,2
2019-04,0,Bitbucket,2
2010-07,1949,Total,1949
2010-07,627,OADS,1949
2010-07,1295,NonOADS,1949
2010-07,27,SourceForge,1949
2010-07,0,GitHub,1949
2010-07,0,GitLab,1949
2010-07,0,Bitbucket,1949
2015-12,6484,Total,6484
2015-12,1060,OADS,6484
2015-12,5409,NonOADS,6484
2015-12,7,SourceForge,6484
2015-12,8,GitHub,6484
2015-12,0,GitLab,6484
2015-12,0,Bitbucket,6484
2003-03,43,Total,43
2003-03,8,OADS,43
2003-03,35,NonOADS,43
2003-03,0,SourceForge,43
2003-03,0,GitHub,43
2003-03,0,GitLab,43
2003-03,0,Bitbucket,43
2002-11,35,Total,35
2002-11,3,OADS,35
2002-11,32,NonOADS,35
2002-11,0,SourceForge,35
2002-11,0,GitHub,35
2002-11,0,GitLab,35
2002-11,0,Bitbucket,35
2007-04,14,Total,14
2007-04,6,OADS,14
2007-04,8,NonOADS,14
2007-04,0,SourceForge,14
2007-04,0,GitHub,14
2007-04,0,GitLab,14
2007-04,0,Bitbucket,14
2013-02,3248,Total,3248
2013-02,801,OADS,3248
2013-02,2430,NonOADS,3248
2013-02,12,SourceForge,3248
2013-02,4,GitHub,3248
2013-02,0,GitLab,3248
2013-02,1,Bitbucket,3248
2000-06,89,Total,89
2000-06,9,OADS,89
2000-06,80,NonOADS,89
2000-06,0,SourceForge,89
2000-06,0,GitHub,89
2000-06,0,GitLab,89
2000-06,0,Bitbucket,89
2009-05,772,Total,772
2009-05,208,OADS,772
2009-05,562,NonOADS,772
2009-05,2,SourceForge,772
2009-05,0,GitHub,772
2009-05,0,GitLab,772
2009-05,0,Bitbucket,772
2017-05,8118,Total,8118
2017-05,1160,OADS,8118
2017-05,6904,NonOADS,8118
2017-05,13,SourceForge,8118
2017-05,37,GitHub,8118
2017-05,1,GitLab,8118
2017-05,3,Bitbucket,8118
2012-10,3076,Total,3076
2012-10,785,OADS,3076
2012-10,2283,NonOADS,3076
2012-10,7,SourceForge,3076
2012-10,1,GitHub,3076
2012-10,0,GitLab,3076
2012-10,0,Bitbucket,3076
2004-01,27,Total,27
2004-01,3,OADS,27
2004-01,24,NonOADS,27
2004-01,0,SourceForge,27
2004-01,0,GitHub,27
2004-01,0,GitLab,27
2004-01,0,Bitbucket,27
2008-01,1150,Total,1150
2008-01,567,OADS,1150
2008-01,568,NonOADS,1150
2008-01,15,SourceForge,1150
2008-01,0,GitHub,1150
2008-01,0,GitLab,1150
2008-01,0,Bitbucket,1150
2001-02,94,Total,94
2001-02,10,OADS,94
2001-02,84,NonOADS,94
2001-02,0,SourceForge,94
2001-02,0,GitHub,94
2001-02,0,GitLab,94
2001-02,0,Bitbucket,94
2012-06,3283,Total,3283
2012-06,746,OADS,3283
2012-06,2523,NonOADS,3283
2012-06,7,SourceForge,3283
2012-06,7,GitHub,3283
2012-06,0,GitLab,3283
2012-06,0,Bitbucket,3283
2005-05,31,Total,31
2005-05,8,OADS,31
2005-05,23,NonOADS,31
2005-05,0,SourceForge,31
2005-05,0,GitHub,31
2005-05,0,GitLab,31
2005-05,0,Bitbucket,31
2016-01,7337,Total,7337
2016-01,1280,OADS,7337
2016-01,6028,NonOADS,7337
2016-01,10,SourceForge,7337
2016-01,19,GitHub,7337
2016-01,0,GitLab,7337
2016-01,0,Bitbucket,7337
2000-10,129,Total,129
2000-10,25,OADS,129
2000-10,104,NonOADS,129
2000-10,0,SourceForge,129
2000-10,0,GitHub,129
2000-10,0,GitLab,129
2000-10,0,Bitbucket,129
2005-04,26,Total,26
2005-04,8,OADS,26
2005-04,18,NonOADS,26
2005-04,0,SourceForge,26
2005-04,0,GitHub,26
2005-04,0,GitLab,26
2005-04,0,Bitbucket,26
2009-12,638,Total,638
2009-12,196,OADS,638
2009-12,441,NonOADS,638
2009-12,1,SourceForge,638
2009-12,0,GitHub,638
2009-12,0,GitLab,638
2009-12,0,Bitbucket,638
2000-11,65,Total,65
2000-11,6,OADS,65
2000-11,59,NonOADS,65
2000-11,0,SourceForge,65
2000-11,0,GitHub,65
2000-11,0,GitLab,65
2000-11,0,Bitbucket,65
2017-12,192,Total,192
2017-12,21,OADS,192
2017-12,171,NonOADS,192
2017-12,0,SourceForge,192
2017-12,0,GitHub,192
2017-12,0,GitLab,192
2017-12,0,Bitbucket,192
2001-03,107,Total,107
2001-03,15,OADS,107
2001-03,92,NonOADS,107
2001-03,0,SourceForge,107
2001-03,0,GitHub,107
2001-03,0,GitLab,107
2001-03,0,Bitbucket,107
2012-07,3981,Total,3981
2012-07,1018,OADS,3981
2012-07,2945,NonOADS,3981
2012-07,14,SourceForge,3981
2012-07,4,GitHub,3981
2012-07,0,GitLab,3981
2012-07,0,Bitbucket,3981
2017-04,7758,Total,7758
2017-04,1154,OADS,7758
2017-04,6567,NonOADS,7758
2017-04,11,SourceForge,7758
2017-04,26,GitHub,7758
2017-04,0,GitLab,7758
2017-04,0,Bitbucket,7758
2012-11,3107,Total,3107
2012-11,805,OADS,3107
2012-11,2294,NonOADS,3107
2012-11,6,SourceForge,3107
2012-11,1,GitHub,3107
2012-11,0,GitLab,3107
2012-11,1,Bitbucket,3107
2013-03,3947,Total,3947
2013-03,926,OADS,3947
2013-03,2997,NonOADS,3947
2013-03,20,SourceForge,3947
2013-03,4,GitHub,3947
2013-03,0,GitLab,3947
2013-03,0,Bitbucket,3947
2005-12,40,Total,40
2005-12,12,OADS,40
2005-12,28,NonOADS,40
2005-12,0,SourceForge,40
2005-12,0,GitHub,40
2005-12,0,GitLab,40
2005-12,0,Bitbucket,40
2000-07,106,Total,106
2000-07,17,OADS,106
2000-07,89,NonOADS,106
2000-07,0,SourceForge,106
2000-07,0,GitHub,106
2000-07,0,GitLab,106
2000-07,0,Bitbucket,106
2009-04,900,Total,900
2009-04,211,OADS,900
2009-04,684,NonOADS,900
2009-04,5,SourceForge,900
2009-04,0,GitHub,900
2009-04,0,GitLab,900
2009-04,0,Bitbucket,900
2014-01,6138,Total,6138
2014-01,1148,OADS,6138
2014-01,4975,NonOADS,6138
2014-01,10,SourceForge,6138
2014-01,4,GitHub,6138
2014-01,0,GitLab,6138
2014-01,1,Bitbucket,6138
2002-10,43,Total,43
2002-10,5,OADS,43
2002-10,38,NonOADS,43
2002-10,0,SourceForge,43
2002-10,0,GitHub,43
2002-10,0,GitLab,43
2002-10,0,Bitbucket,43
2007-05,12,Total,12
2007-05,3,OADS,12
2007-05,9,NonOADS,12
2007-05,0,SourceForge,12
2007-05,0,GitHub,12
2007-05,0,GitLab,12
2007-05,0,Bitbucket,12
2010-06,1570,Total,1570
2010-06,403,OADS,1570
2010-06,1160,NonOADS,1570
2010-06,7,SourceForge,1570
2010-06,0,GitHub,1570
2010-06,0,GitLab,1570
2010-06,0,Bitbucket,1570
2003-02,49,Total,49
2003-02,5,OADS,49
2003-02,44,NonOADS,49
2003-02,0,SourceForge,49
2003-02,0,GitHub,49
2003-02,0,GitLab,49
2003-02,0,Bitbucket,49
2010-10,1593,Total,1593
2010-10,340,OADS,1593
2010-10,1246,NonOADS,1593
2010-10,6,SourceForge,1593
2010-10,1,GitHub,1593
2010-10,0,GitLab,1593
2010-10,0,Bitbucket,1593
2006-01,17,Total,17
2006-01,3,OADS,17
2006-01,14,NonOADS,17
2006-01,0,SourceForge,17
2006-01,0,GitHub,17
2006-01,0,GitLab,17
2006-01,0,Bitbucket,17
2015-05,5944,Total,5944
2015-05,957,OADS,5944
2015-05,4966,NonOADS,5944
2015-05,7,SourceForge,5944
2015-05,12,GitHub,5944
2015-05,0,GitLab,5944
2015-05,2,Bitbucket,5944
2002-06,44,Total,44
2002-06,5,OADS,44
2002-06,39,NonOADS,44
2002-06,0,SourceForge,44
2002-06,0,GitHub,44
2002-06,0,GitLab,44
2002-06,0,Bitbucket,44
2011-02,1476,Total,1476
2011-02,337,OADS,1476
2011-02,1135,NonOADS,1476
2011-02,3,SourceForge,1476
2011-02,1,GitHub,1476
2011-02,0,GitLab,1476
2011-02,0,Bitbucket,1476
2005-08,35,Total,35
2005-08,8,OADS,35
2005-08,27,NonOADS,35
2005-08,0,SourceForge,35
2005-08,0,GitHub,35
2005-08,0,GitLab,35
2005-08,0,Bitbucket,35
1998-07,51,Total,51
1998-07,4,OADS,51
1998-07,47,NonOADS,51
1998-07,0,SourceForge,51
1998-07,0,GitHub,51
1998-07,0,GitLab,51
1998-07,0,Bitbucket,51
2017-08,183,Total,183
2017-08,33,OADS,183
2017-08,150,NonOADS,183
2017-08,0,SourceForge,183
2017-08,0,GitHub,183
2017-08,0,GitLab,183
2017-08,0,Bitbucket,183
1998-11,54,Total,54
1998-11,2,OADS,54
1998-11,52,NonOADS,54
1998-11,0,SourceForge,54
1998-11,0,GitHub,54
1998-11,0,GitLab,54
1998-11,0,Bitbucket,54
2009-08,775,Total,775
2009-08,165,OADS,775
2009-08,605,NonOADS,775
2009-08,4,SourceForge,775
2009-08,1,GitHub,775
2009-08,0,GitLab,775
2009-08,0,Bitbucket,775
1999-03,42,Total,42
1999-03,3,OADS,42
1999-03,39,NonOADS,42
1999-03,0,SourceForge,42
1999-03,0,GitHub,42
1999-03,0,GitLab,42
1999-03,0,Bitbucket,42
2007-09,81,Total,81
2007-09,12,OADS,81
2007-09,69,NonOADS,81
2007-09,0,SourceForge,81
2007-09,0,GitHub,81
2007-09,0,GitLab,81
2007-09,0,Bitbucket,81
2015-09,6635,Total,6635
2015-09,1040,OADS,6635
2015-09,5570,NonOADS,6635
2015-09,14,SourceForge,6635
2015-09,10,GitHub,6635
2015-09,0,GitLab,6635
2015-09,1,Bitbucket,6635
