URLCount,ecdf
1.0,0.568
1.0,0.57
1.0,0.572
1.0,0.574
1.0,0.576
1.0,0.578
1.0,0.58
1.0,0.582
1.0,0.584
1.0,0.586
1.0,0.588
1.0,0.59
1.0,0.592
1.0,0.594
1.0,0.5959999999999999
1.0,0.5979999999999999
1.0,0.6
1.0,0.602
1.0,0.604
1.0,0.606
1.0,0.608
1.0,0.61
1.0,0.612
1.0,0.614
1.0,0.616
1.0,0.618
1.0,0.62
1.0,0.622
1.0,0.624
1.0,0.6259999999999999
1.0,0.6279999999999999
1.0,0.6299999999999999
1.0,0.6319999999999999
1.0,0.6339999999999999
1.0,0.6359999999999999
1.0,0.6379999999999999
1.0,0.6399999999999999
1.0,0.6419999999999999
1.0,0.6439999999999999
1.0,0.6459999999999999
1.0,0.6479999999999999
1.0,0.65
1.0,0.652
1.0,0.654
1.0,0.656
1.0,0.658
1.0,0.6599999999999999
1.0,0.6619999999999999
1.0,0.6639999999999999
1.0,0.6659999999999999
1.0,0.6679999999999999
1.0,0.6699999999999999
1.0,0.6719999999999999
1.0,0.6739999999999999
1.0,0.6759999999999999
1.0,0.6779999999999999
1.0,0.6799999999999999
1.0,0.6819999999999999
1.0,0.6839999999999999
1.0,0.6859999999999999
1.0,0.688
1.0,0.69
1.0,0.692
1.0,0.694
1.0,0.696
1.0,0.698
1.0,0.7
1.0,0.702
1.0,0.704
1.0,0.706
1.0,0.708
1.0,0.71
1.0,0.712
1.0,0.714
1.0,0.716
1.0,0.718
1.0,0.72
1.0,0.722
1.0,0.7239999999999999
1.0,0.7259999999999999
1.0,0.7279999999999999
1.0,0.7299999999999999
1.0,0.7319999999999999
1.0,0.734
1.0,0.736
1.0,0.738
1.0,0.74
1.0,0.742
1.0,0.744
1.0,0.746
1.0,0.748
1.0,0.75
1.0,0.752
1.0,0.7539999999999999
1.0,0.7559999999999999
1.0,0.7579999999999999
1.0,0.7599999999999999
1.0,0.7619999999999999
1.0,0.7639999999999999
1.0,0.7659999999999999
1.0,0.7679999999999999
1.0,0.7699999999999999
1.0,0.7719999999999999
1.0,0.7739999999999999
1.0,0.7759999999999999
1.0,0.7779999999999999
1.0,0.7799999999999999
1.0,0.7819999999999999
1.0,0.7839999999999998
1.0,0.7859999999999999
1.0,0.7879999999999998
1.0,0.7899999999999999
1.0,0.7919999999999998
1.0,0.7939999999999999
1.0,0.7959999999999998
1.0,0.7979999999999999
1.0,0.7999999999999998
1.0,0.8019999999999999
1.0,0.8039999999999998
1.0,0.8059999999999998
1.0,0.8079999999999998
1.0,0.8099999999999998
1.0,0.8119999999999998
1.0,0.8139999999999998
1.0,0.8159999999999998
1.0,0.8179999999999998
1.0,0.8199999999999998
1.0,0.8219999999999998
1.0,0.824
1.0,0.8259999999999998
1.0,0.828
1.0,0.8299999999999998
1.0,0.832
1.0,0.8339999999999999
1.0,0.8359999999999997
1.0,0.8379999999999999
1.0,0.8399999999999997
1.0,0.8419999999999999
1.0,0.8439999999999998
1.0,0.8459999999999999
1.0,0.8479999999999998
1.0,0.8499999999999999
1.0,0.8519999999999998
1.0,0.8539999999999999
1.0,0.8559999999999999
1.0,0.8579999999999999
1.0,0.8599999999999999
1.0,0.8619999999999999
1.0,0.8639999999999999
1.0,0.8659999999999998
1.0,0.8679999999999999
1.0,0.8699999999999998
1.0,0.8719999999999999
1.0,0.8739999999999998
1.0,0.8759999999999999
1.0,0.8779999999999998
1.0,0.8799999999999999
1.0,0.8819999999999998
1.0,0.8839999999999999
1.0,0.8859999999999998
1.0,0.8879999999999999
1.0,0.8899999999999998
1.0,0.8919999999999999
1.0,0.8939999999999998
1.0,0.8959999999999999
1.0,0.8979999999999998
1.0,0.8999999999999998
1.0,0.9019999999999998
1.0,0.9039999999999998
1.0,0.9059999999999999
1.0,0.9079999999999998
1.0,0.9099999999999999
1.0,0.9119999999999998
1.0,0.9139999999999999
1.0,0.9159999999999998
1.0,0.9179999999999999
1.0,0.9199999999999998
1.0,0.9219999999999999
1.0,0.9239999999999998
1.0,0.9259999999999999
1.0,0.9279999999999998
1.0,0.9299999999999999
1.0,0.9319999999999998
1.0,0.9339999999999997
1.0,0.9359999999999998
1.0,0.9379999999999997
1.0,0.9399999999999998
1.0,0.9419999999999997
1.0,0.9439999999999998
1.0,0.9459999999999998
1.0,0.9479999999999998
1.0,0.9499999999999998
1.0,0.9519999999999998
1.0,0.9539999999999998
1.0,0.956
1.0,0.9579999999999999
1.0,0.96
1.0,0.9619999999999999
1.0,0.9639999999999997
1.0,0.9659999999999999
1.0,0.9679999999999997
1.0,0.9699999999999999
1.0,0.9719999999999998
1.0,0.9739999999999999
1.0,0.9759999999999998
1.0,0.9779999999999999
1.0,0.9799999999999998
1.0,0.9819999999999999
1.0,0.9839999999999998
1.0,0.9859999999999999
1.0,0.9879999999999998
1.0,0.9899999999999999
1.0,0.9919999999999998
1.0,0.9939999999999998
1.0,0.9959999999999999
1.0,0.9979999999999998
1.0,0.9999999999999999
1.0,1.0019999999999998
1.0,1.0039999999999998
1.0,1.0059999999999998
1.0,1.0079999999999998
1.0,1.0099999999999998
1.0,1.0119999999999998
1.0,1.0139999999999998
1.0,1.0159999999999998
1.0,1.0179999999999998
1.0,1.0199999999999998
1.0,1.0219999999999998
1.0,1.024
1.0,1.0259999999999998
1.0,1.0279999999999998
1.0,1.0299999999999998
1.0,1.0319999999999998
1.0,1.0339999999999998
1.0,1.0359999999999998
1.0,1.0379999999999998
1.0,1.0399999999999998
1.0,1.0419999999999998
1.0,1.0439999999999998
1.0,1.0459999999999998
1.0,1.0479999999999998
1.0,1.0499999999999998
1.0,1.0519999999999998
1.0,1.0539999999999998
1.0,1.0559999999999998
1.0,1.0579999999999998
1.0,1.0599999999999998
1.0,1.0619999999999998
1.0,1.0639999999999998
1.0,1.0659999999999998
1.0,1.0679999999999998
1.0,1.0699999999999998
1.0,1.0719999999999998
1.0,1.0739999999999998
1.0,1.0759999999999998
1.0,1.0779999999999998
1.0,1.0799999999999998
1.0,1.0819999999999999
1.0,1.0839999999999999
1.0,1.0859999999999999
1.0,1.0879999999999999
1.0,1.0899999999999999
1.0,1.0919999999999996
1.0,1.0939999999999999
1.0,1.0959999999999996
1.0,1.0979999999999999
1.0,1.0999999999999999
1.0,1.1019999999999999
1.0,1.1039999999999999
1.0,1.1059999999999999
1.0,1.1079999999999999
1.0,1.1099999999999999
1.0,1.1119999999999999
1.0,1.1139999999999999
1.0,1.1159999999999999
1.0,1.1179999999999999
1.0,1.1199999999999999
1.0,1.1219999999999997
1.0,1.1239999999999999
1.0,1.1259999999999997
1.0,1.128
1.0,1.1299999999999997
1.0,1.132
1.0,1.1339999999999997
1.0,1.136
1.0,1.1379999999999997
1.0,1.14
1.0,1.1419999999999997
1.0,1.144
1.0,1.146
1.0,1.148
1.0,1.15
1.0,1.152
1.0,1.154
1.0,1.1559999999999997
1.0,1.158
1.0,1.1599999999999997
1.0,1.162
1.0,1.1639999999999997
1.0,1.166
1.0,1.1679999999999997
1.0,1.17
1.0,1.1719999999999997
1.0,1.174
1.0,1.1759999999999997
1.0,1.178
1.0,1.1799999999999997
1.0,1.182
1.0,1.1839999999999997
1.0,1.186
1.0,1.1879999999999997
1.0,1.1899999999999997
1.0,1.1919999999999997
1.0,1.1939999999999997
1.0,1.1959999999999997
1.0,1.1979999999999997
1.0,1.2
1.0,1.2019999999999997
1.0,1.204
1.0,1.2059999999999997
1.0,1.208
1.0,1.2099999999999997
1.0,1.212
1.0,1.2139999999999997
1.0,1.216
1.0,1.2179999999999997
1.0,1.2199999999999998
1.0,1.2219999999999998
1.0,1.2239999999999998
1.0,1.2259999999999998
1.0,1.2279999999999998
1.0,1.2299999999999998
1.0,1.2319999999999998
1.0,1.2339999999999998
1.0,1.2359999999999998
1.0,1.2379999999999998
1.0,1.2399999999999998
1.0,1.2419999999999998
1.0,1.2439999999999998
1.0,1.246
1.0,1.2479999999999998
1.0,1.2499999999999998
1.0,1.2519999999999998
1.0,1.2539999999999998
1.0,1.2559999999999998
1.0,1.2579999999999998
1.0,1.2599999999999998
1.0,1.2619999999999998
1.0,1.2639999999999998
1.0,1.2659999999999998
1.0,1.2679999999999998
1.0,1.2699999999999998
1.0,1.2719999999999998
1.0,1.2739999999999998
1.0,1.2759999999999998
1.0,1.2779999999999998
1.0,1.2799999999999998
1.0,1.2819999999999998
1.0,1.2839999999999998
1.0,1.2859999999999998
1.0,1.2879999999999998
1.0,1.2899999999999998
1.0,1.2919999999999998
1.0,1.2939999999999998
1.0,1.2959999999999998
1.0,1.2979999999999998
1.0,1.2999999999999998
1.0,1.3019999999999998
1.0,1.3039999999999998
1.0,1.3059999999999998
1.0,1.3079999999999998
1.0,1.3099999999999998
1.0,1.3119999999999998
1.0,1.3139999999999998
1.0,1.3159999999999998
1.0,1.3179999999999996
1.0,1.3199999999999998
1.0,1.3219999999999998
1.0,1.3239999999999998
1.0,1.3259999999999998
1.0,1.3279999999999998
1.0,1.3299999999999998
1.0,1.3319999999999999
1.0,1.3339999999999999
1.0,1.3359999999999999
1.0,1.3379999999999999
1.0,1.3399999999999999
1.0,1.3419999999999999
1.0,1.3439999999999999
1.0,1.3459999999999999
1.0,1.3479999999999996
1.0,1.3499999999999999
1.0,1.3519999999999996
1.0,1.3539999999999999
1.0,1.3559999999999997
1.0,1.3579999999999999
1.0,1.3599999999999997
1.0,1.3619999999999999
1.0,1.3639999999999997
1.0,1.3659999999999999
1.0,1.3679999999999999
1.0,1.3699999999999999
1.0,1.3719999999999999
1.0,1.3739999999999999
1.0,1.376
1.0,1.3779999999999997
1.0,1.38
1.0,1.3819999999999997
1.0,1.384
1.0,1.3859999999999997
1.0,1.388
1.0,1.3899999999999997
1.0,1.392
1.0,1.3939999999999997
1.0,1.396
1.0,1.3979999999999997
1.0,1.4
1.0,1.4019999999999997
1.0,1.404
1.0,1.4059999999999997
1.0,1.408
1.0,1.4099999999999997
1.0,1.4119999999999997
1.0,1.4139999999999997
1.0,1.4159999999999997
1.0,1.4179999999999997
1.0,1.4199999999999997
1.0,1.422
1.0,1.4239999999999997
1.0,1.426
1.0,1.4279999999999997
1.0,1.43
1.0,1.4319999999999997
1.0,1.434
1.0,1.4359999999999997
1.0,1.438
1.0,1.4399999999999997
1.0,1.442
1.0,1.4439999999999997
1.0,1.4459999999999997
1.0,1.4479999999999997
1.0,1.4499999999999997
1.0,1.4519999999999997
1.0,1.4539999999999997
1.0,1.4559999999999997
1.0,1.4579999999999997
1.0,1.4599999999999997
1.0,1.4619999999999997
1.0,1.4639999999999997
1.0,1.4659999999999997
1.0,1.468
1.0,1.4699999999999998
1.0,1.472
1.0,1.4739999999999998
1.0,1.4759999999999998
1.0,1.4779999999999998
1.0,1.4799999999999998
1.0,1.4819999999999998
1.0,1.4839999999999998
1.0,1.4859999999999998
1.0,1.4879999999999998
1.0,1.4899999999999998
1.0,1.4919999999999998
1.0,1.4939999999999998
1.0,1.4959999999999998
1.0,1.4979999999999998
1.0,1.4999999999999998
1.0,1.5019999999999998
1.0,1.5039999999999998
1.0,1.5059999999999998
1.0,1.5079999999999998
1.0,1.5099999999999998
1.0,1.5119999999999998
1.0,1.5139999999999998
1.0,1.5159999999999998
1.0,1.5179999999999998
1.0,1.5199999999999998
1.0,1.5219999999999998
1.0,1.5239999999999998
1.0,1.5259999999999998
1.0,1.5279999999999998
1.0,1.5299999999999998
1.0,1.5319999999999998
1.0,1.5339999999999998
1.0,1.5359999999999998
1.0,1.5379999999999998
1.0,1.5399999999999996
1.0,1.5419999999999998
1.0,1.5439999999999998
1.0,1.5459999999999998
1.0,1.5479999999999998
1.0,1.5499999999999998
1.0,1.5519999999999998
1.0,1.5539999999999998
1.0,1.5559999999999998
1.0,1.5579999999999998
1.0,1.5599999999999998
1.0,1.5619999999999998
1.0,1.5639999999999998
1.0,1.5659999999999996
1.0,1.568
1.0,1.5699999999999998
1.0,1.5719999999999998
1.0,1.5739999999999996
1.0,1.5759999999999996
1.0,1.5779999999999998
1.0,1.5799999999999998
1.0,1.5819999999999996
1.0,1.5839999999999996
1.0,1.5859999999999999
1.0,1.5879999999999999
1.0,1.5899999999999999
1.0,1.5919999999999996
1.0,1.5939999999999999
1.0,1.5959999999999999
1.0,1.5979999999999999
1.0,1.5999999999999996
1.0,1.6019999999999999
1.0,1.6039999999999999
1.0,1.6059999999999999
1.0,1.6079999999999997
1.0,1.6099999999999997
1.0,1.6119999999999999
1.0,1.6139999999999999
1.0,1.6159999999999997
1.0,1.6179999999999997
1.0,1.6199999999999999
1.0,1.6219999999999999
1.0,1.6239999999999997
1.0,1.6259999999999997
1.0,1.628
1.0,1.63
1.0,1.6319999999999997
1.0,1.6339999999999997
1.0,1.6359999999999997
1.0,1.638
1.0,1.6399999999999997
1.0,1.6419999999999997
1.0,1.6439999999999997
1.0,1.646
1.0,1.648
1.0,1.6499999999999997
1.0,1.6519999999999997
1.0,1.654
1.0,1.656
1.0,1.6579999999999997
1.0,1.6599999999999997
1.0,1.662
1.0,1.664
1.0,1.6659999999999997
1.0,1.6679999999999997
1.0,1.6699999999999997
1.0,1.672
1.0,1.6739999999999997
1.0,1.6759999999999997
1.0,1.6779999999999997
1.0,1.68
1.0,1.6819999999999997
1.0,1.6839999999999997
1.0,1.6859999999999997
1.0,1.688
1.0,1.69
1.0,1.6919999999999997
1.0,1.6939999999999997
1.0,1.696
1.0,1.698
1.0,1.6999999999999997
1.0,1.7019999999999997
1.0,1.7039999999999995
1.0,1.706
1.0,1.7079999999999997
1.0,1.7099999999999997
1.0,1.7119999999999997
1.0,1.714
1.0,1.7159999999999997
1.0,1.7179999999999997
1.0,1.7199999999999998
1.0,1.722
1.0,1.7239999999999998
1.0,1.7259999999999998
1.0,1.7279999999999998
1.0,1.7299999999999995
1.0,1.7319999999999998
1.0,1.7339999999999998
1.0,1.7359999999999998
1.0,1.7379999999999995
1.0,1.7399999999999998
1.0,1.7419999999999998
1.0,1.7439999999999998
1.0,1.7459999999999996
1.0,1.748
1.0,1.7499999999999998
1.0,1.7519999999999998
1.0,1.7539999999999996
1.0,1.756
1.0,1.7579999999999998
1.0,1.7599999999999998
1.0,1.7619999999999996
1.0,1.7639999999999996
1.0,1.7659999999999998
1.0,1.7679999999999998
1.0,1.7699999999999998
1.0,1.7719999999999996
1.0,1.7739999999999998
1.0,1.7759999999999998
1.0,1.7779999999999998
1.0,1.7799999999999996
1.0,1.7819999999999998
1.0,1.7839999999999998
1.0,1.7859999999999998
1.0,1.7879999999999996
1.0,1.79
1.0,1.7919999999999998
1.0,1.7939999999999998
1.0,1.7959999999999996
1.0,1.7979999999999996
1.0,1.7999999999999998
1.0,1.8019999999999998
1.0,1.8039999999999996
1.0,1.8059999999999996
1.0,1.8079999999999998
1.0,1.8099999999999998
1.0,1.8119999999999998
1.0,1.8139999999999996
1.0,1.8159999999999998
1.0,1.8179999999999998
1.0,1.8199999999999998
1.0,1.8219999999999996
1.0,1.8239999999999998
1.0,1.8259999999999998
1.0,1.8279999999999998
1.0,1.8299999999999996
1.0,1.8319999999999996
1.0,1.8339999999999999
1.0,1.8359999999999999
1.0,1.8379999999999996
1.0,1.8399999999999996
1.0,1.8419999999999999
1.0,1.8439999999999999
1.0,1.8459999999999996
1.0,1.8479999999999996
1.0,1.8499999999999999
1.0,1.8519999999999999
1.0,1.8539999999999996
1.0,1.8559999999999997
1.0,1.8579999999999999
1.0,1.8599999999999999
1.0,1.8619999999999997
1.0,1.8639999999999997
1.0,1.8659999999999997
1.0,1.8679999999999999
1.0,1.8699999999999999
1.0,1.8719999999999997
1.0,1.8739999999999997
1.0,1.876
1.0,1.878
1.0,1.8799999999999997
1.0,1.8819999999999997
1.0,1.884
1.0,1.886
1.0,1.8879999999999997
1.0,1.8899999999999997
1.0,1.8919999999999997
1.0,1.894
1.0,1.8959999999999997
1.0,1.8979999999999997
1.0,1.8999999999999997
1.0,1.902
1.0,1.9039999999999997
1.0,1.9059999999999997
1.0,1.9079999999999997
1.0,1.91
1.0,1.912
1.0,1.9139999999999997
1.0,1.9159999999999997
1.0,1.918
1.0,1.92
1.0,1.9219999999999997
1.0,1.9239999999999997
1.0,1.9259999999999995
1.0,1.928
1.0,1.9299999999999997
1.0,1.9319999999999997
1.0,1.9339999999999997
1.0,1.936
1.0,1.9379999999999997
1.0,1.9399999999999997
1.0,1.9419999999999997
1.0,1.944
1.0,1.9459999999999997
1.0,1.9479999999999997
1.0,1.9499999999999997
1.0,1.952
1.0,1.9539999999999997
1.0,1.9559999999999997
1.0,1.9579999999999997
1.0,1.9599999999999995
1.0,1.9619999999999997
1.0,1.9639999999999997
1.0,1.9659999999999997
1.0,1.9679999999999995
1.0,1.97
1.0,1.9719999999999998
1.0,1.9739999999999998
1.0,1.9759999999999995
1.0,1.978
1.0,1.9799999999999998
1.0,1.9819999999999998
1.0,1.9839999999999995
1.0,1.9859999999999995
1.0,1.9879999999999998
1.0,1.9899999999999998
1.0,1.9919999999999998
1.0,1.9939999999999996
1.0,1.9959999999999998
1.0,1.9979999999999998
1.0,1.9999999999999998
1.0,2.002
1.0,2.004
1.0,2.006
1.0,2.0079999999999996
1.0,2.01
1.0,2.012
1.0,2.014
1.0,2.0159999999999996
1.0,2.018
1.0,2.0199999999999996
1.0,2.022
1.0,2.0239999999999996
1.0,2.026
1.0,2.0279999999999996
1.0,2.03
1.0,2.0319999999999996
1.0,2.034
1.0,2.0359999999999996
1.0,2.038
1.0,2.0399999999999996
1.0,2.042
1.0,2.0439999999999996
1.0,2.046
1.0,2.048
1.0,2.05
1.0,2.0519999999999996
1.0,2.0539999999999994
1.0,2.056
1.0,2.058
1.0,2.0599999999999996
1.0,2.0619999999999994
1.0,2.064
1.0,2.066
1.0,2.0679999999999996
1.0,2.0699999999999994
1.0,2.072
1.0,2.074
1.0,2.0759999999999996
1.0,2.078
1.0,2.08
1.0,2.082
1.0,2.0839999999999996
1.0,2.086
1.0,2.0879999999999996
1.0,2.09
1.0,2.0919999999999996
1.0,2.094
1.0,2.0959999999999996
1.0,2.098
1.0,2.0999999999999996
1.0,2.102
1.0,2.1039999999999996
1.0,2.106
1.0,2.1079999999999997
1.0,2.11
1.0,2.1119999999999997
1.0,2.114
1.0,2.1159999999999997
1.0,2.118
1.0,2.1199999999999997
1.0,2.1219999999999994
1.0,2.1239999999999997
1.0,2.126
1.0,2.1279999999999997
1.0,2.1299999999999994
1.0,2.1319999999999997
1.0,2.134
1.0,2.1359999999999997
1.0,2.1379999999999995
1.0,2.1399999999999997
1.0,2.142
1.0,2.1439999999999997
1.0,2.1459999999999995
1.0,2.1479999999999997
1.0,2.15
1.0,2.1519999999999997
1.0,2.1539999999999995
1.0,2.1559999999999997
1.0,2.158
1.0,2.1599999999999997
1.0,2.1619999999999995
1.0,2.1639999999999997
1.0,2.166
1.0,2.1679999999999997
1.0,2.17
1.0,2.1719999999999997
1.0,2.174
1.0,2.1759999999999997
1.0,2.178
1.0,2.1799999999999997
1.0,2.1819999999999995
1.0,2.1839999999999997
1.0,2.186
1.0,2.1879999999999997
1.0,2.1899999999999995
1.0,2.1919999999999997
1.0,2.194
1.0,2.1959999999999997
1.0,2.1979999999999995
1.0,2.1999999999999997
1.0,2.202
1.0,2.2039999999999997
1.0,2.2059999999999995
1.0,2.2079999999999997
1.0,2.21
1.0,2.2119999999999997
1.0,2.2139999999999995
1.0,2.2159999999999997
1.0,2.218
1.0,2.2199999999999998
1.0,2.2219999999999995
1.0,2.2239999999999998
1.0,2.226
1.0,2.2279999999999998
1.0,2.2299999999999995
1.0,2.2319999999999998
1.0,2.234
1.0,2.2359999999999998
1.0,2.2379999999999995
1.0,2.2399999999999998
1.0,2.2419999999999995
1.0,2.2439999999999998
1.0,2.2459999999999996
1.0,2.2479999999999998
1.0,2.2499999999999996
1.0,2.252
1.0,2.2539999999999996
1.0,2.256
1.0,2.2579999999999996
1.0,2.26
1.0,2.2619999999999996
1.0,2.264
1.0,2.2659999999999996
1.0,2.268
1.0,2.2699999999999996
1.0,2.272
1.0,2.2739999999999996
1.0,2.2759999999999994
1.0,2.278
1.0,2.28
1.0,2.2819999999999996
1.0,2.2839999999999994
1.0,2.286
1.0,2.288
1.0,2.2899999999999996
1.0,2.292
1.0,2.294
1.0,2.296
1.0,2.2979999999999996
1.0,2.3
1.0,2.302
1.0,2.304
1.0,2.3059999999999996
1.0,2.308
1.0,2.3099999999999996
1.0,2.312
1.0,2.3139999999999996
1.0,2.316
1.0,2.3179999999999996
1.0,2.32
1.0,2.3219999999999996
1.0,2.324
1.0,2.3259999999999996
1.0,2.328
1.0,2.3299999999999996
1.0,2.332
1.0,2.3339999999999996
1.0,2.336
1.0,2.3379999999999996
1.0,2.34
1.0,2.3419999999999996
1.0,2.3439999999999994
1.0,2.3459999999999996
1.0,2.348
1.0,2.3499999999999996
1.0,2.3519999999999994
1.0,2.3539999999999996
1.0,2.356
1.0,2.3579999999999997
1.0,2.3599999999999994
1.0,2.3619999999999997
1.0,2.364
1.0,2.3659999999999997
1.0,2.3679999999999994
1.0,2.37
1.0,2.372
1.0,2.3739999999999997
1.0,2.3759999999999994
1.0,2.3779999999999997
1.0,2.38
1.0,2.3819999999999997
1.0,2.3839999999999995
1.0,2.3859999999999997
1.0,2.388
1.0,2.3899999999999997
1.0,2.3919999999999995
1.0,2.3939999999999997
1.0,2.396
1.0,2.3979999999999997
1.0,2.4
1.0,2.4019999999999997
1.0,2.4039999999999995
1.0,2.4059999999999997
1.0,2.408
1.0,2.4099999999999997
1.0,2.4119999999999995
1.0,2.4139999999999997
1.0,2.416
1.0,2.4179999999999997
1.0,2.4199999999999995
1.0,2.4219999999999997
1.0,2.424
1.0,2.4259999999999997
1.0,2.4279999999999995
1.0,2.4299999999999997
1.0,2.432
1.0,2.4339999999999997
1.0,2.4359999999999995
1.0,2.4379999999999997
1.0,2.44
1.0,2.4419999999999997
1.0,2.4439999999999995
1.0,2.4459999999999997
1.0,2.448
1.0,2.4499999999999997
1.0,2.4519999999999995
