Directory,Category,Mean,Median,StDev,Cut1,Cut2,Cut3,Percentage,Min,Max
2008-12,Bitbucket,0,0,0,0,0,0,0,0,0
2019-01,SourceForge,1.1875,1.0,0.44046613566387444,1.0,1.0,1.0,0.004164136375466297,1,3
2019-01,GitHub,1.6867862969004894,1.0,1.9123804461048537,1.0,1.0,2.0,0.10635898325670165,1,39
2019-01,GitLab,1.35,1.0,1.3143439428094916,1.0,1.0,1.0,0.0017350568231109568,1,7
2019-01,Bitbucket,1.2444444444444445,1,0.5639367795755342,1.0,1.0,1.0,0.003903877851999653,1,4
2010-02,SourceForge,1.2777777777777777,1.0,0.4479032082388083,1.0,1.0,2.0,0.0035749751737835156,1,2
2010-02,GitHub,0,0,0,0,0,0,0,0,0
2010-02,GitLab,0,0,0,0,0,0,0,0,0
2010-02,Bitbucket,0,0,0,0,0,0,0,0,0
2020-12,SourceForge,1.0689655172413792,1.0,0.31415288203945857,1.0,1.0,1.0,0.0036572293335014818,1,3
2020-12,GitHub,1.7463556851311954,1.0,1.9501311495153972,1.0,1.0,2.0,0.17302478088151838,1,38
2020-12,GitLab,1.2222222222222223,1.0,0.9749960430435691,1.0,1.0,1.0,0.0034050066208462073,1,8
2020-12,Bitbucket,1.0952380952380953,1.0,0.3657688451366004,1.0,1.0,1.0,0.0026483384828803833,1,3
2014-05,SourceForge,1.125,1.0,0.5022271825151869,1.0,1.0,1.0,0.007032525430114279,1,4
2014-05,GitHub,1.4725274725274726,1,1.1798738928764438,1.0,1.0,2.0,0.011427853823935703,1,8
2014-05,GitLab,1.3333333333333333,1,0.4714045207910317,1.0,1.0,2.0,0.00037674243375612206,1,2
2014-05,Bitbucket,1.3571428571428572,1.0,0.8112726208286105,1.0,1.0,1.25,0.0017581313575285697,1,4
2011-10,SourceForge,1.0769230769230769,1,0.2664693550105965,1.0,1.0,1.0,0.0056431775430473155,1,2
2011-10,GitHub,1.1111111111111112,1,0.3142696805273545,1.0,1.0,1.0,0.0013022717407032266,1,2
2011-10,GitLab,0,0,0,0,0,0,0,0,0
2011-10,Bitbucket,1,1,1,1,1,1,0.0001446968600781363,1,1
2011-06,SourceForge,1.15625,1.0,0.3630921887069453,1.0,1.0,1.0,0.00504334121355398,1,2
2011-06,GitHub,1,1.0,0.0,1.0,1.0,1.0,0.001260835303388495,1,1
2011-06,GitLab,0,0,0,0,0,0,0,0,0
2011-06,Bitbucket,1,1,1,1,1,1,0.00015760441292356187,1,1
2018-05,SourceForge,1.1346153846153846,1.0,0.341312295178824,1.0,1.0,1.0,0.004133873916845536,1,2
2018-05,GitHub,1.5546153846153845,1.0,1.1678785196613517,1.0,1.0,2.0,0.10334684792113841,1,14
2018-05,GitLab,1.3636363636363635,1,0.6428243465332251,1.0,1.0,2.0,0.0008744733285634788,1,3
2018-05,Bitbucket,1.0810810810810811,1,0.2729595929287048,1.0,1.0,1.0,0.002941410286986247,1,2
2015-01,SourceForge,1.0689655172413792,1.0,0.2533954906327426,1.0,1.0,1.0,0.007341772151898734,1,2
2015-01,GitHub,1.4537037037037037,1.0,1.1657477274523664,1.0,1.0,1.0,0.013670886075949367,1,8
2015-01,GitLab,0,0,0,0,0,0,0,0,0
2015-01,Bitbucket,1,1.0,0.0,1.0,1.0,1.0,0.0012658227848101266,1,1
2020-04,SourceForge,1.2647058823529411,1.0,0.6091857405061171,1.0,1.0,1.0,0.004529106167576928,1,4
2020-04,GitHub,1.7787104158718046,1,1.8393772523704397,1.0,1.0,2.0,0.17457040095910484,1,32
2020-04,GitLab,1.3157894736842106,1.0,0.9206766149755737,1.0,1.0,1.0,0.0025309710936459303,1,6
2020-04,Bitbucket,1.1944444444444444,1.0,0.39577241246597245,1.0,1.0,1.0,0.002397762088717197,1,2
2008-08,SourceForge,1.2222222222222223,1,0.41573970964154905,1.0,1.0,1.5,0.002163981726376533,1,2
2008-08,GitHub,0,0,0,0,0,0,0,0,0
2008-08,GitLab,0,0,0,0,0,0,0,0,0
2008-08,Bitbucket,0,0,0,0,0,0,0,0,0
2016-08,SourceForge,1.240506329113924,1,1.1715530088269963,1.0,1.0,1.0,0.00877582759386803,1,11
2016-08,GitHub,1.3897435897435897,1.0,1.124048286168524,1.0,1.0,1.0,0.04332370584314597,1,16
2016-08,GitLab,1,1.0,0.0,1.0,1.0,1.0,0.00022217285047767163,1,1
2016-08,Bitbucket,1.0555555555555556,1.0,0.32867109906108977,1.0,1.0,1.0,0.003999111308598089,1,3
2014-09,SourceForge,1.1132075471698113,1,0.37165501138853224,1.0,1.0,1.0,0.006116560877091748,1,3
2014-09,GitHub,1.2795698924731183,1,0.8843391481699823,1.0,1.0,1.0,0.010732833237160993,1,8
2014-09,GitLab,0,0,0,0,0,0,0,0,0
2014-09,Bitbucket,1.4285714285714286,1.0,1.2936264483053452,1.0,1.0,1.0,0.0016156953260242355,1,6
2018-09,SourceForge,1.109375,1.0,0.39989012162717896,1.0,1.0,1.0,0.005733739473212686,1,3
2018-09,GitHub,1.5509031198686372,1.0,1.2850485434749719,1.0,1.0,2.0,0.10912022934957893,1,18
2018-09,GitLab,1.2307692307692308,1,0.42132504423474315,1.0,1.0,1.5,0.0011646658304963267,1,2
2018-09,Bitbucket,1.1,1.0,0.37416573867739417,1.0,1.0,1.0,0.0035835871707579287,1,3
2020-08,SourceForge,1.2,1.0,0.6271629240742259,1.0,1.0,1.0,0.004354768471476266,1,4
2020-08,GitHub,1.7028493894165535,1,1.8627452893637635,1.0,1.0,2.0,0.16047321817390042,1,46
2020-08,GitLab,1.3157894736842106,1.0,1.1721609184905308,1.0,1.0,1.0,0.002758020031934969,1,8
2020-08,Bitbucket,1.206896551724138,1,0.4050806939472666,1.0,1.0,1.0,0.002104804761213529,1,2
2020-09,SourceForge,1.296875,1.0,0.6294761587026152,1.0,1.0,1.0,0.0043181971526887524,1,4
2020-09,GitHub,1.7317375154766819,1,1.870732660534201,1.0,1.0,2.0,0.16348424532757574,1,39
2020-09,GitLab,1.2156862745098038,1,0.6949037312419353,1.0,1.0,1.0,0.0034410633560488495,1,5
2020-09,Bitbucket,1.2045454545454546,1.0,0.693461195563289,1.0,1.0,1.0,0.0029687605424735175,1,4
2018-08,SourceForge,1.0754716981132075,1,0.2641509433962264,1.0,1.0,1.0,0.004879845318110671,1,2
2018-08,GitHub,1.608294930875576,1,1.2658307578368542,1.0,1.0,2.0,0.09989872019151091,1,13
2018-08,GitLab,1,1,0.0,1.0,1.0,1.0,0.0015652334039222909,1,1
2018-08,Bitbucket,1.0588235294117647,1.0,0.23529411764705882,1.0,1.0,1.0,0.0031304668078445817,1,2
2014-08,SourceForge,1.065217391304348,1.0,0.24690905851305536,1.0,1.0,1.0,0.006469760900140647,1,2
2014-08,GitHub,1.4,1,1.0347797982030915,1.0,1.0,1.5,0.009142053445850914,1,8
2014-08,GitLab,1,1.0,0.0,1.0,1.0,1.0,0.00028129395218002813,1,1
2014-08,Bitbucket,1.2222222222222223,1,0.41573970964154905,1.0,1.0,1.5,0.0012658227848101266,1,2
2016-09,SourceForge,1.1,1.0,0.3511884584284246,1.0,1.0,1.0,0.006086427267194157,1,3
2016-09,GitHub,1.4014084507042253,1.0,1.0418013865140852,1.0,1.0,1.0,0.04321363359707851,1,10
2016-09,GitLab,1,1,1,1,1,1,0.00010144045445323595,1,1
2016-09,Bitbucket,1.5769230769230769,1.0,2.3233443554675315,1.0,1.0,1.0,0.0026374518157841345,1,13
2008-09,SourceForge,1,1.0,0.0,1.0,1.0,1.0,0.00340522133938706,1,1
