Filename,Bitbucket,GitHub,GitLab,SourceForge
2004.11104v1.pdf,,3,,1
2004.11725v2.pdf,,1,,1
2004.12023v4.pdf,,2,,3
2004.12359v1.pdf,,1,,1
2005.00635v2.pdf,1,1,,
2005.01140v1.pdf,,2,,1
2005.01348v2.pdf,1,1,,
2005.02041v1.pdf,,4,1,
2005.02443v1.pdf,,2,1,
2005.02538v1.pdf,,3,,1
2005.02614v1.pdf,,1,1,
2005.03240v2.pdf,,1,,1
2005.03492v3.pdf,1,23,,
2005.05178v1.pdf,,1,,1
2005.05261v1.pdf,1,,,2
2005.05359v1.pdf,1,2,,2
2005.05756v2.pdf,,3,3,1
2005.06333v2.pdf,,4,,1
2005.06410v1.pdf,,1,1,
2005.06478v1.pdf,,1,,1
2005.06490v3.pdf,1,4,,
2005.07597v1.pdf,,3,,1
2005.07598v1.pdf,,4,,1
2005.09171v2.pdf,,1,,2
2005.10171v1.pdf,,1,,1
2005.10701v2.pdf,1,1,,
2005.11315v1.pdf,,6,,1
2005.11838v2.pdf,,1,,1
2005.12066v1.pdf,,2,1,
2005.13375v1.pdf,1,1,,
2005.14329v1.pdf,,1,,1
2006.00364v4.pdf,,5,1,
2006.00444v3.pdf,,1,,1
2006.01201v3.pdf,,1,,2
2006.01270v1.pdf,,2,1,
2006.01644v1.pdf,,1,1,
2006.02270v1.pdf,1,1,,
2006.02453v2.pdf,,2,,1
2006.02545v5.pdf,,1,1,
2006.02642v2.pdf,,1,1,
2006.03316v1.pdf,,1,,1
2006.03903v1.pdf,,1,,1
2006.04240v4.pdf,,2,,1
2006.04444v7.pdf,,2,,1
2006.05016v1.pdf,,8,,1
2006.05619v1.pdf,,2,,1
2006.06153v1.pdf,,5,,1
2006.06998v1.pdf,,1,1,
2006.07823v1.pdf,,1,,1
2006.09475v2.pdf,1,1,,
2006.09615v2.pdf,,3,1,
2006.09769v1.pdf,,3,,1
2006.10504v3.pdf,,4,,1
2006.10509v1.pdf,,23,,1
2006.12645v3.pdf,,1,,2
