4,1,Bitbucket
1,2,Bitbucket
16,1,Bitbucket
1,2,Bitbucket
1,1,Bitbucket
1,2,Bitbucket
3,1,Bitbucket
1,2,Bitbucket
43,1,Bitbucket
1,2,Bitbucket
4,1,Bitbucket
2,2,Bitbucket
10,1,Bitbucket
1,2,Bitbucket
21,1,Bitbucket
1,3,Bitbucket
26,1,Bitbucket
1,2,Bitbucket
5,1,Bitbucket
1,2,Bitbucket
7,1,Bitbucket
1,2,Bitbucket
9,1,Bitbucket
1,2,Bitbucket
6,1,Bitbucket
1,2,Bitbucket
11,1,Bitbucket
1,2,Bitbucket
11,1,Bitbucket
3,2,Bitbucket
6,1,Bitbucket
1,2,Bitbucket
23,1,Bitbucket
1,2,Bitbucket
4,1,Bitbucket
2,3,Bitbucket
6,1,Bitbucket
1,2,Bitbucket
6,1,Bitbucket
1,URLCount,Category
6,1,GitHub
1,2,GitHub
1,3,GitHub
8,1,GitHub
1,5,GitHub
1,1,GitHub
1,2,GitHub
16,1,GitHub
1,3,GitHub
14,1,GitHub
1,2,GitHub
4,1,GitHub
2,2,GitHub
14,1,GitHub
2,2,GitHub
2,1,GitHub
1,5,GitHub
6,1,GitHub
1,3,GitHub
5,1,GitHub
2,2,GitHub
4,1,GitHub
1,2,GitHub
1,4,GitHub
4,1,GitHub
2,2,GitHub
5,1,GitHub
2,2,GitHub
14,1,GitHub
1,2,GitHub
8,1,GitHub
3,2,GitHub
19,1,GitHub
4,2,GitHub
15,1,GitHub
1,2,GitHub
13,1,GitHub
1,2,GitHub
1,3,GitHub
7,1,GitHub
1,2,GitHub
1,3,GitHub
20,1,GitHub
5,2,GitHub
1,3,GitHub
16,1,GitHub
4,2,GitHub
1,3,GitHub
12,1,GitHub
4,2,GitHub
2,3,GitHub
22,1,GitHub
3,2,GitHub
1,4,GitHub
1,5,GitHub
25,1,GitHub
3,2,GitHub
38,1,GitHub
5,2,GitHub
2,3,GitHub
1,5,GitHub
28,1,GitHub
3,2,GitHub
1,3,GitHub
35,1,GitHub
6,2,GitHub
4,3,GitHub
1,4,GitHub
1,5,GitHub
31,1,GitHub
6,2,GitHub
1,3,GitHub
1,6,GitHub
42,1,GitHub
5,2,GitHub
3,3,GitHub
1,4,GitHub
67,1,GitHub
14,2,GitHub
10,3,GitHub
1,4,GitHub
2,5,GitHub
57,1,GitHub
14,2,GitHub
3,3,GitHub
2,4,GitHub
1,10,GitHub
43,1,GitHub
10,2,GitHub
2,3,GitHub
1,4,GitHub
1,5,GitHub
61,1,GitHub
13,2,GitHub
5,3,GitHub
4,4,GitHub
2,10,GitHub
67,1,GitHub
13,2,GitHub
4,3,GitHub
1,4,GitHub
1,11,GitHub
58,1,GitHub
14,2,GitHub
4,3,GitHub
49,1,GitHub
18,2,GitHub
4,3,GitHub
3,4,GitHub
107,1,GitHub
27,2,GitHub
4,3,GitHub
2,4,GitHub
1,7,GitHub
55,1,GitHub
13,2,GitHub
4,3,GitHub
4,4,GitHub
1,5,GitHub
1,6,GitHub
1,10,GitHub
1,12,GitHub
91,1,GitHub
23,2,GitHub
5,3,GitHub
1,4,GitHub
78,1,GitHub
11,2,GitHub
7,3,GitHub
3,4,GitHub
1,5,GitHub
1,7,GitHub
1,14,GitHub
64,1,GitHub
14,2,GitHub
7,3,GitHub
2,4,GitHub
2,5,GitHub
64,1,GitHub
14,2,GitHub
4,3,GitHub
2,4,GitHub
1,5,GitHub
71,1,GitHub
18,2,GitHub
2,3,GitHub
2,4,GitHub
1,6,GitHub
1,8,GitHub
1,10,GitHub
52,1,GitHub
14,2,GitHub
6,3,GitHub
2,4,GitHub
1,5,GitHub
86,1,GitHub
18,2,GitHub
6,3,GitHub
2,4,GitHub
1,6,GitHub
2,7,GitHub
1,39,GitHub
63,1,GitHub
15,2,GitHub
6,3,GitHub
2,5,GitHub
1,6,GitHub
84,1,GitHub
17,2,GitHub
5,3,GitHub
2,4,GitHub
2,5,GitHub
1,6,GitHub
1,9,GitHub
85,1,GitHub
22,2,GitHub
5,3,GitHub
2,6,GitHub
90,1,GitHub
20,2,GitHub
6,3,GitHub
3,4,GitHub
3,5,GitHub
112,1,GitHub
27,2,GitHub
5,3,GitHub
5,4,GitHub
4,5,GitHub
2,6,GitHub
1,8,GitHub
98,1,GitHub
30,2,GitHub
8,3,GitHub
3,4,GitHub
3,5,GitHub
2,6,GitHub
1,15,GitHub
125,1,GitHub
34,2,GitHub
9,3,GitHub
5,4,GitHub
1,5,GitHub
1,6,GitHub
1,7,GitHub
1,9,GitHub
1,10,GitHub
237,1,GitHub
45,2,GitHub
25,3,GitHub
8,4,GitHub
3,5,GitHub
1,6,GitHub
2,8,GitHub
1,9,GitHub
2,11,GitHub
202,1,GitHub
40,2,GitHub
10,3,GitHub
10,4,GitHub
2,6,GitHub
215,1,GitHub
54,2,GitHub
19,3,GitHub
7,4,GitHub
5,5,GitHub
2,6,GitHub
3,7,GitHub
2,8,GitHub
1,9,GitHub
1,13,GitHub
177,1,GitHub
55,2,GitHub
21,3,GitHub
10,4,GitHub
10,5,GitHub
2,6,GitHub
1,7,GitHub
1,8,GitHub
1,9,GitHub
1,15,GitHub
1,18,GitHub
183,1,GitHub
58,2,GitHub
18,3,GitHub
7,4,GitHub
4,5,GitHub
1,6,GitHub
2,7,GitHub
1,9,GitHub
1,13,GitHub
1,14,GitHub
1,20,GitHub
233,1,GitHub
72,2,GitHub
22,3,GitHub
13,4,GitHub
10,5,GitHub
4,6,GitHub
2,7,GitHub
1,10,GitHub
1,15,GitHub
219,1,GitHub
69,2,GitHub
22,3,GitHub
22,4,GitHub
5,5,GitHub
3,6,GitHub
1,7,GitHub
3,8,GitHub
1,9,GitHub
1,10,GitHub
1,11,GitHub
1,14,GitHub
1,15,GitHub
192,1,GitHub
49,2,GitHub
27,3,GitHub
16,4,GitHub
4,5,GitHub
2,6,GitHub
2,7,GitHub
2,8,GitHub
1,9,GitHub
1,13,GitHub
1,18,GitHub
1,24,GitHub
236,1,GitHub
43,2,GitHub
19,3,GitHub
7,4,GitHub
6,5,GitHub
3,6,GitHub
2,7,GitHub
1,8,GitHub
1,9,GitHub
1,13,GitHub
1,20,GitHub
1,26,GitHub
194,1,GitHub
57,2,GitHub
23,3,GitHub
11,4,GitHub
7,5,GitHub
1,6,GitHub
3,7,GitHub
2,8,GitHub
1,10,GitHub
2,11,GitHub
1,12,GitHub
1,13,GitHub
1,17,GitHub
1,20,GitHub
1,21,GitHub
1,45,GitHub
178,1,GitHub
57,2,GitHub
28,3,GitHub
20,4,GitHub
3,5,GitHub
4,6,GitHub
2,7,GitHub
3,8,GitHub
2,9,GitHub
2,10,GitHub
1,13,GitHub
1,16,GitHub
1,19,GitHub
1,28,GitHub
158,1,GitHub
50,2,GitHub
16,3,GitHub
10,4,GitHub
4,5,GitHub
2,6,GitHub
1,8,GitHub
1,9,GitHub
2,11,GitHub
1,15,GitHub
133,1,GitHub
34,2,GitHub
17,3,GitHub
14,4,GitHub
2,5,GitHub
1,6,GitHub
2,7,GitHub
1,8,GitHub
2,9,GitHub
1,10,GitHub
1,14,GitHub
1,15,GitHub
40,1,GitHub
11,2,GitHub
5,3,GitHub
2,4,GitHub
2,5,GitHub
1,6,GitHub
1,13,GitHub
