URLCount,cdf,Category
1,87.70491803278688,SourceForge
2,96.72131147540983,SourceForge
3,99.18032786885246,SourceForge
31,100.0,SourceForge
1,62.06896551724138,GitHub
2,80.78817733990148,GitHub
3,87.68472906403942,GitHub
4,90.14778325123153,GitHub
5,94.58128078817734,GitHub
6,98.52216748768473,GitHub
8,99.50738916256157,GitHub
21,99.99999999999999,GitHub
1,66.66666666666666,GitLab
2,100.0,GitLab
1,100.0,Bitbucket
