URLCount,ecdf,Category
1.0,8.171346292296617,SourceForge
1.0,8.207343412526997,SourceForge
1.0,8.24334053275738,SourceForge
1.0,8.27933765298776,SourceForge
1.0,8.315334773218142,SourceForge
1.0,8.351331893448524,SourceForge
1.0,8.387329013678906,SourceForge
1.0,8.423326133909287,SourceForge
1.0,8.459323254139669,SourceForge
1.0,8.49532037437005,SourceForge
1.0,8.531317494600431,SourceForge
1.0,8.567314614830813,SourceForge
1.0,8.603311735061196,SourceForge
1.0,8.639308855291576,SourceForge
1.0,8.675305975521958,SourceForge
1.0,8.711303095752339,SourceForge
1.0,8.74730021598272,SourceForge
1.0,8.783297336213103,SourceForge
1.0,8.819294456443485,SourceForge
1.0,8.855291576673865,SourceForge
1.0,8.891288696904248,SourceForge
1.0,8.927285817134628,SourceForge
1.0,8.96328293736501,SourceForge
1.0,8.999280057595392,SourceForge
1.0,9.035277177825773,SourceForge
1.0,9.071274298056155,SourceForge
1.0,9.107271418286537,SourceForge
1.0,9.143268538516917,SourceForge
1.0,9.1792656587473,SourceForge
1.0,9.215262778977682,SourceForge
1.0,9.251259899208062,SourceForge
1.0,9.287257019438444,SourceForge
1.0,9.323254139668826,SourceForge
1.0,9.359251259899208,SourceForge
1.0,9.395248380129589,SourceForge
1.0,9.431245500359971,SourceForge
1.0,9.467242620590351,SourceForge
1.0,9.503239740820733,SourceForge
1.0,9.539236861051116,SourceForge
1.0,9.575233981281498,SourceForge
1.0,9.611231101511878,SourceForge
1.0,9.64722822174226,SourceForge
1.0,9.68322534197264,SourceForge
1.0,9.719222462203023,SourceForge
1.0,9.755219582433405,SourceForge
1.0,9.791216702663787,SourceForge
1.0,9.827213822894167,SourceForge
1.0,9.86321094312455,SourceForge
1.0,9.89920806335493,SourceForge
1.0,9.935205183585312,SourceForge
1.0,9.971202303815694,SourceForge
1.0,10.007199424046076,SourceForge
1.0,10.043196544276457,SourceForge
1.0,10.079193664506839,SourceForge
1.0,10.11519078473722,SourceForge
1.0,10.151187904967601,SourceForge
1.0,10.187185025197984,SourceForge
1.0,10.223182145428366,SourceForge
1.0,10.259179265658746,SourceForge
1.0,10.295176385889128,SourceForge
1.0,10.331173506119509,SourceForge
1.0,10.367170626349893,SourceForge
1.0,10.403167746580273,SourceForge
1.0,10.439164866810655,SourceForge
1.0,10.475161987041036,SourceForge
1.0,10.511159107271418,SourceForge
1.0,10.547156227501798,SourceForge
1.0,10.583153347732182,SourceForge
1.0,10.619150467962562,SourceForge
1.0,10.655147588192944,SourceForge
1.0,10.691144708423325,SourceForge
1.0,10.727141828653707,SourceForge
1.0,10.76313894888409,SourceForge
1.0,10.799136069114471,SourceForge
1.0,10.835133189344852,SourceForge
1.0,10.871130309575234,SourceForge
1.0,10.907127429805614,SourceForge
1.0,10.943124550035996,SourceForge
1.0,10.979121670266379,SourceForge
1.0,11.01511879049676,SourceForge
1.0,11.051115910727141,SourceForge
1.0,11.087113030957523,SourceForge
1.0,11.123110151187904,SourceForge
1.0,11.159107271418286,SourceForge
1.0,11.195104391648668,SourceForge
1.0,11.23110151187905,SourceForge
1.0,11.26709863210943,SourceForge
1.0,11.303095752339813,SourceForge
1.0,11.339092872570193,SourceForge
1.0,11.375089992800575,SourceForge
1.0,11.411087113030957,SourceForge
1.0,11.447084233261338,SourceForge
1.0,11.48308135349172,SourceForge
1.0,11.519078473722102,SourceForge
1.0,11.555075593952484,SourceForge
1.0,11.591072714182864,SourceForge
1.0,11.627069834413247,SourceForge
1.0,11.663066954643627,SourceForge
1.0,11.69906407487401,SourceForge
1.0,11.73506119510439,SourceForge
1.0,11.771058315334773,SourceForge
1.0,11.807055435565154,SourceForge
1.0,11.843052555795536,SourceForge
1.0,11.879049676025916,SourceForge
1.0,11.915046796256298,SourceForge
1.0,11.951043916486679,SourceForge
1.0,11.987041036717063,SourceForge
1.0,12.023038156947443,SourceForge
1.0,12.059035277177825,SourceForge
1.0,12.095032397408206,SourceForge
1.0,12.131029517638588,SourceForge
1.0,12.16702663786897,SourceForge
1.0,12.203023758099352,SourceForge
1.0,12.239020878329733,SourceForge
1.0,12.275017998560115,SourceForge
1.0,12.311015118790495,SourceForge
1.0,12.347012239020877,SourceForge
1.0,12.38300935925126,SourceForge
1.0,12.419006479481641,SourceForge
1.0,12.455003599712022,SourceForge
1.0,12.491000719942404,SourceForge
1.0,12.526997840172784,SourceForge
1.0,12.562994960403168,SourceForge
1.0,12.59899208063355,SourceForge
1.0,12.63498920086393,SourceForge
1.0,12.670986321094313,SourceForge
1.0,12.706983441324695,SourceForge
1.0,12.742980561555076,SourceForge
1.0,12.778977681785458,SourceForge
1.0,12.814974802015838,SourceForge
1.0,12.85097192224622,SourceForge
1.0,12.886969042476604,SourceForge
1.0,12.922966162706985,SourceForge
1.0,12.958963282937367,SourceForge
1.0,12.994960403167747,SourceForge
1.0,13.03095752339813,SourceForge
1.0,13.066954643628511,SourceForge
1.0,13.102951763858892,SourceForge
1.0,13.138948884089274,SourceForge
1.0,13.174946004319654,SourceForge
1.0,13.210943124550036,SourceForge
1.0,13.246940244780417,SourceForge
1.0,13.282937365010799,SourceForge
1.0,13.318934485241183,SourceForge
1.0,13.354931605471561,SourceForge
1.0,13.390928725701945,SourceForge
1.0,13.426925845932324,SourceForge
1.0,13.462922966162708,SourceForge
1.0,13.49892008639309,SourceForge
1.0,13.53491720662347,SourceForge
1.0,13.570914326853853,SourceForge
1.0,13.606911447084233,SourceForge
1.0,13.642908567314615,SourceForge
1.0,13.678905687544999,SourceForge
1.0,13.714902807775378,SourceForge
1.0,13.750899928005762,SourceForge
1.0,13.78689704823614,SourceForge
1.0,13.822894168466524,SourceForge
1.0,13.858891288696903,SourceForge
1.0,13.894888408927287,SourceForge
1.0,13.930885529157669,SourceForge
1.0,13.96688264938805,SourceForge
1.0,14.002879769618431,SourceForge
1.0,14.038876889848812,SourceForge
1.0,14.074874010079194,SourceForge
1.0,14.110871130309576,SourceForge
1.0,14.146868250539956,SourceForge
1.0,14.18286537077034,SourceForge
1.0,14.218862491000719,SourceForge
1.0,14.254859611231103,SourceForge
1.0,14.290856731461485,SourceForge
1.0,14.326853851691865,SourceForge
1.0,14.362850971922247,SourceForge
1.0,14.398848092152628,SourceForge
1.0,14.43484521238301,SourceForge
1.0,14.470842332613392,SourceForge
1.0,14.506839452843773,SourceForge
1.0,14.542836573074155,SourceForge
1.0,14.578833693304535,SourceForge
1.0,14.614830813534919,SourceForge
1.0,14.650827933765298,SourceForge
1.0,14.686825053995682,SourceForge
1.0,14.722822174226064,SourceForge
1.0,14.758819294456444,SourceForge
1.0,14.794816414686826,SourceForge
1.0,14.830813534917207,SourceForge
1.0,14.866810655147589,SourceForge
1.0,14.90280777537797,SourceForge
1.0,14.938804895608351,SourceForge
1.0,14.974802015838733,SourceForge
1.0,15.010799136069114,SourceForge
1.0,15.046796256299496,SourceForge
1.0,15.08279337652988,SourceForge
1.0,15.118790496760258,SourceForge
1.0,15.154787616990642,SourceForge
1.0,15.190784737221023,SourceForge
1.0,15.226781857451405,SourceForge
1.0,15.262778977681787,SourceForge
1.0,15.298776097912167,SourceForge
1.0,15.33477321814255,SourceForge
1.0,15.37077033837293,SourceForge
1.0,15.406767458603312,SourceForge
1.0,15.442764578833692,SourceForge
1.0,15.478761699064075,SourceForge
1.0,15.514758819294459,SourceForge
1.0,15.550755939524837,SourceForge
1.0,15.586753059755221,SourceForge
1.0,15.622750179985601,SourceForge
1.0,15.658747300215984,SourceForge
1.0,15.694744420446366,SourceForge
1.0,15.730741540676746,SourceForge
1.0,15.766738660907128,SourceForge
1.0,15.802735781137509,SourceForge
1.0,15.83873290136789,SourceForge
1.0,15.874730021598275,SourceForge
1.0,15.910727141828653,SourceForge
1.0,15.946724262059037,SourceForge
1.0,15.982721382289416,SourceForge
1.0,16.0187185025198,SourceForge
1.0,16.05471562275018,SourceForge
1.0,16.09071274298056,SourceForge
1.0,16.126709863210944,SourceForge
1.0,16.162706983441325,SourceForge
1.0,16.19870410367171,SourceForge
1.0,16.234701223902086,SourceForge
1.0,16.27069834413247,SourceForge
1.0,16.306695464362853,SourceForge
1.0,16.342692584593234,SourceForge
1.0,16.378689704823614,SourceForge
1.0,16.414686825053995,SourceForge
1.0,16.45068394528438,SourceForge
1.0,16.48668106551476,SourceForge
1.0,16.52267818574514,SourceForge
1.0,16.558675305975523,SourceForge
1.0,16.594672426205904,SourceForge
1.0,16.630669546436287,SourceForge
1.0,16.666666666666668,SourceForge
1.0,16.70266378689705,SourceForge
1.0,16.738660907127432,SourceForge
1.0,16.774658027357813,SourceForge
1.0,16.810655147588193,SourceForge
1.0,16.846652267818573,SourceForge
1.0,16.882649388048957,SourceForge
1.0,16.918646508279338,SourceForge
1.0,16.954643628509718,SourceForge
1.0,16.990640748740102,SourceForge
1.0,17.026637868970482,SourceForge
1.0,17.062634989200866,SourceForge
1.0,17.098632109431247,SourceForge
1.0,17.134629229661627,SourceForge
1.0,17.17062634989201,SourceForge
1.0,17.20662347012239,SourceForge
1.0,17.24262059035277,SourceForge
1.0,17.278617710583156,SourceForge
1.0,17.314614830813536,SourceForge
1.0,17.350611951043916,SourceForge
1.0,17.386609071274297,SourceForge
1.0,17.42260619150468,SourceForge
1.0,17.45860331173506,SourceForge
1.0,17.49460043196544,SourceForge
1.0,17.530597552195825,SourceForge
1.0,17.566594672426206,SourceForge
1.0,17.60259179265659,SourceForge
1.0,17.63858891288697,SourceForge
1.0,17.67458603311735,SourceForge
1.0,17.710583153347734,SourceForge
1.0,17.746580273578115,SourceForge
1.0,17.782577393808495,SourceForge
1.0,17.818574514038875,SourceForge
1.0,17.85457163426926,SourceForge
1.0,17.890568754499643,SourceForge
1.0,17.92656587473002,SourceForge
1.0,17.962562994960404,SourceForge
1.0,17.998560115190784,SourceForge
1.0,18.03455723542117,SourceForge
1.0,18.07055435565155,SourceForge
1.0,18.10655147588193,SourceForge
1.0,18.142548596112313,SourceForge
1.0,18.178545716342693,SourceForge
1.0,18.214542836573074,SourceForge
1.0,18.250539956803454,SourceForge
1.0,18.286537077033838,SourceForge
1.0,18.322534197264222,SourceForge
1.0,18.3585313174946,SourceForge
1.0,18.394528437724983,SourceForge
1.0,18.430525557955363,SourceForge
1.0,18.466522678185747,SourceForge
1.0,18.502519798416127,SourceForge
1.0,18.538516918646508,SourceForge
1.0,18.57451403887689,SourceForge
1.0,18.610511159107272,SourceForge
1.0,18.646508279337652,SourceForge
1.0,18.682505399568036,SourceForge
1.0,18.718502519798417,SourceForge
1.0,18.754499640028797,SourceForge
1.0,18.790496760259177,SourceForge
1.0,18.82649388048956,SourceForge
1.0,18.862491000719942,SourceForge
1.0,18.898488120950326,SourceForge
1.0,18.934485241180706,SourceForge
1.0,18.970482361411086,SourceForge
1.0,19.00647948164147,SourceForge
1.0,19.04247660187185,SourceForge
1.0,19.07847372210223,SourceForge
1.0,19.114470842332615,SourceForge
1.0,19.150467962562995,SourceForge
1.0,19.186465082793376,SourceForge
1.0,19.222462203023756,SourceForge
1.0,19.25845932325414,SourceForge
1.0,19.294456443484524,SourceForge
1.0,19.330453563714904,SourceForge
1.0,19.366450683945285,SourceForge
1.0,19.402447804175665,SourceForge
1.0,19.43844492440605,SourceForge
1.0,19.47444204463643,SourceForge
1.0,19.51043916486681,SourceForge
1.0,19.546436285097194,SourceForge
1.0,19.582433405327574,SourceForge
1.0,19.618430525557955,SourceForge
1.0,19.654427645788335,SourceForge
1.0,19.69042476601872,SourceForge
1.0,19.726421886249103,SourceForge
1.0,19.762419006479483,SourceForge
1.0,19.798416126709864,SourceForge
1.0,19.834413246940244,SourceForge
1.0,19.870410367170628,SourceForge
1.0,19.906407487401008,SourceForge
1.0,19.94240460763139,SourceForge
1.0,19.978401727861772,SourceForge
1.0,20.014398848092153,SourceForge
1.0,20.050395968322533,SourceForge
1.0,20.086393088552917,SourceForge
1.0,20.122390208783298,SourceForge
1.0,20.15838732901368,SourceForge
1.0,20.19438444924406,SourceForge
1.0,20.230381569474442,SourceForge
1.0,20.266378689704823,SourceForge
1.0,20.302375809935207,SourceForge
1.0,20.338372930165587,SourceForge
1.0,20.374370050395967,SourceForge
1.0,20.41036717062635,SourceForge
1.0,20.44636429085673,SourceForge
1.0,20.482361411087112,SourceForge
1.0,20.518358531317496,SourceForge
1.0,20.554355651547876,SourceForge
1.0,20.59035277177826,SourceForge
1.0,20.626349892008637,SourceForge
1.0,20.66234701223902,SourceForge
1.0,20.698344132469405,SourceForge
1.0,20.734341252699785,SourceForge
1.0,20.770338372930166,SourceForge
1.0,20.806335493160546,SourceForge
1.0,20.84233261339093,SourceForge
1.0,20.87832973362131,SourceForge
1.0,20.91432685385169,SourceForge
1.0,20.950323974082075,SourceForge
1.0,20.986321094312455,SourceForge
1.0,21.02231821454284,SourceForge
1.0,21.058315334773216,SourceForge
1.0,21.0943124550036,SourceForge
1.0,21.130309575233984,SourceForge
1.0,21.166306695464364,SourceForge
1.0,21.202303815694744,SourceForge
1.0,21.238300935925125,SourceForge
1.0,21.27429805615551,SourceForge
1.0,21.31029517638589,SourceForge
1.0,21.34629229661627,SourceForge
1.0,21.382289416846653,SourceForge
1.0,21.418286537077034,SourceForge
1.0,21.454283657307414,SourceForge
1.0,21.490280777537798,SourceForge
1.0,21.52627789776818,SourceForge
1.0,21.562275017998562,SourceForge
1.0,21.598272138228943,SourceForge
1.0,21.634269258459323,SourceForge
1.0,21.670266378689703,SourceForge
1.0,21.706263498920087,SourceForge
1.0,21.742260619150468,SourceForge
1.0,21.778257739380848,SourceForge
1.0,21.814254859611232,SourceForge
1.0,21.850251979841612,SourceForge
1.0,21.886249100071993,SourceForge
1.0,21.922246220302377,SourceForge
1.0,21.958243340532757,SourceForge
1.0,21.99424046076314,SourceForge
1.0,22.03023758099352,SourceForge
1.0,22.0662347012239,SourceForge
1.0,22.102231821454286,SourceForge
1.0,22.138228941684666,SourceForge
1.0,22.174226061915046,SourceForge
1.0,22.210223182145427,SourceForge
1.0,22.24622030237581,SourceForge
1.0,22.282217422606195,SourceForge
1.0,22.31821454283657,SourceForge
1.0,22.354211663066955,SourceForge
1.0,22.390208783297336,SourceForge
1.0,22.42620590352772,SourceForge
1.0,22.4622030237581,SourceForge
1.0,22.49820014398848,SourceForge
1.0,22.534197264218864,SourceForge
1.0,22.570194384449245,SourceForge
1.0,22.606191504679625,SourceForge
1.0,22.642188624910006,SourceForge
1.0,22.67818574514039,SourceForge
1.0,22.714182865370773,SourceForge
1.0,22.75017998560115,SourceForge
1.0,22.786177105831534,SourceForge
1.0,22.822174226061914,SourceForge
1.0,22.8581713462923,SourceForge
1.0,22.89416846652268,SourceForge
1.0,22.93016558675306,SourceForge
1.0,22.966162706983443,SourceForge
1.0,23.002159827213823,SourceForge
1.0,23.038156947444204,SourceForge
1.0,23.074154067674588,SourceForge
1.0,23.110151187904968,SourceForge
1.0,23.146148308135352,SourceForge
1.0,23.18214542836573,SourceForge
1.0,23.218142548596113,SourceForge
1.0,23.254139668826493,SourceForge
1.0,23.290136789056877,SourceForge
1.0,23.326133909287257,SourceForge
1.0,23.362131029517638,SourceForge
1.0,23.398128149748022,SourceForge
1.0,23.434125269978402,SourceForge
1.0,23.470122390208783,SourceForge
1.0,23.506119510439166,SourceForge
1.0,23.542116630669547,SourceForge
1.0,23.578113750899927,SourceForge
1.0,23.614110871130308,SourceForge
1.0,23.65010799136069,SourceForge
1.0,23.686105111591075,SourceForge
1.0,23.722102231821456,SourceForge
1.0,23.758099352051836,SourceForge
1.0,23.794096472282217,SourceForge
1.0,23.8300935925126,SourceForge
1.0,23.86609071274298,SourceForge
1.0,23.90208783297336,SourceForge
1.0,23.938084953203745,SourceForge
1.0,23.974082073434126,SourceForge
1.0,24.010079193664506,SourceForge
1.0,24.046076313894886,SourceForge
1.0,24.08207343412527,SourceForge
1.0,24.118070554355654,SourceForge
1.0,24.15406767458603,SourceForge
1.0,24.190064794816415,SourceForge
1.0,24.226061915046795,SourceForge
1.0,24.26205903527718,SourceForge
1.0,24.29805615550756,SourceForge
1.0,24.33405327573794,SourceForge
1.0,24.370050395968324,SourceForge
1.0,24.406047516198704,SourceForge
1.0,24.442044636429085,SourceForge
1.0,24.47804175665947,SourceForge
1.0,24.51403887688985,SourceForge
1.0,24.550035997120233,SourceForge
1.0,24.58603311735061,SourceForge
1.0,24.622030237580994,SourceForge
1.0,24.658027357811374,SourceForge
1.0,24.694024478041758,SourceForge
1.0,24.73002159827214,SourceForge
1.0,24.76601871850252,SourceForge
1.0,24.802015838732903,SourceForge
1.0,24.838012958963283,SourceForge
1.0,24.874010079193663,SourceForge
1.0,24.910007199424047,SourceForge
1.0,24.946004319654428,SourceForge
1.0,24.98200143988481,SourceForge
1.0,25.01799856011519,SourceForge
1.0,25.05399568034557,SourceForge
1.0,25.08999280057595,SourceForge
1.0,25.125989920806337,SourceForge
1.0,25.161987041036717,SourceForge
1.0,25.197984161267094,SourceForge
1.0,25.233981281497474,SourceForge
1.0,25.26997840172786,SourceForge
1.0,25.305975521958242,SourceForge
1.0,25.34197264218862,SourceForge
1.0,25.377969762419006,SourceForge
1.0,25.413966882649387,SourceForge
1.0,25.449964002879767,SourceForge
1.0,25.48596112311015,SourceForge
1.0,25.52195824334053,SourceForge
1.0,25.557955363570912,SourceForge
1.0,25.593952483801292,SourceForge
1.0,25.629949604031676,SourceForge
1.0,25.665946724262056,SourceForge
1.0,25.701943844492437,SourceForge
1.0,25.73794096472282,SourceForge
1.0,25.7739380849532,SourceForge
1.0,25.80993520518358,SourceForge
1.0,25.845932325413962,SourceForge
1.0,25.881929445644346,SourceForge
1.0,25.917926565874726,SourceForge
1.0,25.953923686105107,SourceForge
1.0,25.989920806335494,SourceForge
1.0,26.02591792656587,SourceForge
1.0,26.06191504679625,SourceForge
1.0,26.09791216702664,SourceForge
1.0,26.13390928725702,SourceForge
1.0,26.169906407487396,SourceForge
1.0,26.205903527717776,SourceForge
1.0,26.241900647948164,SourceForge
1.0,26.277897768178544,SourceForge
1.0,26.313894888408925,SourceForge
1.0,26.34989200863931,SourceForge
1.0,26.38588912886969,SourceForge
1.0,26.42188624910007,SourceForge
1.0,26.45788336933045,SourceForge
1.0,26.493880489560834,SourceForge
1.0,26.529877609791214,SourceForge
1.0,26.565874730021594,SourceForge
1.0,26.601871850251978,SourceForge
1.0,26.63786897048236,SourceForge
1.0,26.67386609071274,SourceForge
1.0,26.709863210943123,SourceForge
1.0,26.745860331173503,SourceForge
1.0,26.781857451403884,SourceForge
1.0,26.817854571634264,SourceForge
1.0,26.853851691864648,SourceForge
1.0,26.88984881209503,SourceForge
1.0,26.92584593232541,SourceForge
1.0,26.961843052555796,SourceForge
1.0,26.997840172786177,SourceForge
1.0,27.033837293016553,SourceForge
1.0,27.069834413246934,SourceForge
1.0,27.10583153347732,SourceForge
1.0,27.1418286537077,SourceForge
1.0,27.177825773938082,SourceForge
1.0,27.213822894168466,SourceForge
1.0,27.249820014398846,SourceForge
1.0,27.285817134629227,SourceForge
1.0,27.32181425485961,SourceForge
1.0,27.35781137508999,SourceForge
1.0,27.39380849532037,SourceForge
1.0,27.42980561555075,SourceForge
1.0,27.465802735781136,SourceForge
1.0,27.501799856011516,SourceForge
1.0,27.537796976241896,SourceForge
1.0,27.57379409647228,SourceForge
1.0,27.60979121670266,SourceForge
1.0,27.64578833693304,SourceForge
1.0,27.68178545716342,SourceForge
